ORF,plate,date,row,col,distance
YOR202W,add4,4/26/12,9,1,172.8518
YOR202W,S2,12/11/11,4,18,172.7809
YOR202W,4,11/29/11,1,18,172.7103
YOR202W,TS2-37,12/01/11,1,8,172.6270
YOR202W,11,12/10/11,1,23,172.5709
YOR202W,TS3-37,12/02/11,1,3,172.4958
YOR202W,TS1-RT,12/01/11,15,1,172.4837
YOR202W,rmkDM,06/19/12,4,1,172.4697
YOR202W,add1,4/26/12,11,1,172.4608
YOR202W,6,11/30/11,16,21,172.4390
YOR202W,rmkDM,06/19/12,16,5,172.3956
YOR202W,5,11/30/11,8,1,172.2934
YOR202W,TS3-37,12/02/11,4,1,172.1955
YOR202W,10,12/10/11,1,24,172.1769
YOR202W,add1,4/26/12,16,3,171.9813
YOR202W,TS2-RT,12/01/11,16,1,171.9587
YOR202W,6,11/30/11,1,21,171.8740
YOR202W,TS3-RT,12/02/11,16,17,171.8270
YOR202W,add1,4/26/12,16,4,171.8211
YOR202W,7,11/30/11,16,9,171.8187
YOR202W,3,11/19/11,16,1,171.6411
YOR202W,S1,11/19/11,16,4,171.6354
YOR202W,S1,11/19/11,1,1,171.4483
YOR202W,TS1-RT,12/01/11,16,5,171.4337
YOR202W,TS2-37,12/01/11,1,18,171.3189
YOR202W,TS1-37,12/01/11,16,20,171.1011
YOR202W,4,11/29/11,1,7,171.0230
YOR202W,TS2-37,12/01/11,16,22,170.9971
YOR202W,S1,11/19/11,3,1,170.8365
YOR202W,3,11/19/11,8,1,170.8097
YOR202W,TS4-37,12/02/11,16,17,170.7540
YOR202W,add1,4/26/12,16,1,170.6986
YOR202W,2,11/29/11,1,18,170.3250
YOR202W,7,11/30/11,16,19,170.2777
YOR202W,TS2-RT,12/01/11,12,24,170.2249
YOR202W,TS3-RT,12/02/11,1,22,170.1964
YOR202W,7,11/30/11,16,11,170.1049
YOR202W,S2,12/11/11,2,1,169.9183
YOR202W,TS4-RT,12/02/11,16,8,169.8895
YOR202W,1,11/29/11,1,20,169.8380
YOR202W,S1,11/19/11,1,16,169.7246
YOR202W,add1,4/26/12,16,23,169.6893
YOR202W,2,11/29/11,1,20,169.6627
YOR202W,TS4-37,12/02/11,16,24,169.5718
YOR202W,2,11/29/11,1,9,169.5566
YOR202W,6,11/30/11,16,7,169.5252
YOR202W,5,11/30/11,16,11,169.1990
YOR202W,TS4-RT,12/02/11,16,22,169.0750
YOR202W,4,11/29/11,16,20,168.9764
YOR202W,14,12/11/11,6,1,168.9620
YOR202W,TS1-RT,12/01/11,1,8,168.9318
YOR202W,S1,11/19/11,12,21,168.9218
YOR202W,11,12/10/11,16,17,168.8902
YOR202W,11,12/10/11,2,1,168.8332
YOR202W,5,11/30/11,16,4,168.7467
YOR202W,add1,4/26/12,1,14,168.5858
YOR202W,8,11/30/11,10,24,168.4541
YOR202W,TS2-37,12/01/11,1,16,168.3889
YOR202W,add1,4/26/12,16,19,168.3355
YOR202W,2,11/29/11,10,24,168.3096
YOR202W,13,12/11/11,16,6,168.1327
YOR202W,add1,4/26/12,11,24,168.0650
YOR202W,TS1-RT,12/01/11,16,16,168.0406
YOR202W,10,12/10/11,16,4,167.9452
YOR202W,TS4-37,12/02/11,16,6,167.8968
YOR202W,10,12/10/11,1,20,167.8426
YOR202W,1,11/29/11,16,23,167.6879
YOR202W,TS2-RT,12/01/11,12,1,167.5746
YOR202W,rmkDM,06/19/12,16,16,167.5553
YOR202W,7,11/30/11,6,1,167.4795
YOR202W,add1,4/26/12,16,16,167.2236
YOR202W,rmkDM,06/19/12,2,1,166.9715
YOR202W,7,11/30/11,16,4,166.7417
YOR202W,S1,11/19/11,4,24,166.7416
YOR202W,S1,11/19/11,3,18,166.7098
YOR202W,TS2-RT,12/01/11,6,1,166.5843
YOR202W,S1,11/19/11,14,1,166.4576
YOR202W,S1,11/19/11,8,5,166.4002
YOR202W,8,11/30/11,1,2,166.3191
YOR202W,11,12/10/11,12,24,166.1524
YOR202W,add1,4/26/12,16,12,166.0048
YOR202W,TS4-37,12/02/11,12,24,165.9423
YOR202W,5,11/30/11,4,24,165.8828
YOR202W,10,12/10/11,13,1,165.8176
YOR202W,5,11/30/11,16,3,165.7202
YOR202W,rmkDM,06/19/12,16,14,165.6339
YOR202W,3,11/19/11,15,1,165.4289
YOR202W,TS4-37,12/02/11,16,11,165.3652
YOR202W,S1,11/19/11,13,17,165.3425
YOR202W,S1,11/19/11,1,14,165.3221
YOR202W,8,11/30/11,16,10,165.2363
YOR202W,rmkDM,06/18/12,1,16,165.1059
YOR202W,12,12/09/11,11,1,165.0375
YOR202W,S2,12/11/11,13,21,164.9576
YOR202W,S1,11/19/11,5,5,164.8994
YOR202W,TS1-RT,12/01/11,16,6,164.8708
YOR202W,TS2-RT,12/01/11,16,7,164.8601
YOR202W,TS1-37,12/01/11,15,1,164.7544
YOR202W,TS1-RT,12/01/11,2,1,164.6827
YOR202W,8,11/30/11,16,4,164.6770
YOR202W,S1,11/19/11,1,13,164.6517
YOR202W,12,12/09/11,14,24,164.6022
YOR202W,rmkDM,06/18/12,9,24,164.2756
YOR202W,add4,4/26/12,1,4,164.2110
YOR202W,TS3-RT,12/02/11,13,1,164.1438
YOR202W,11,12/10/11,16,8,164.1330
YOR202W,S2,12/11/11,7,21,164.1267
YOR202W,4,11/29/11,16,1,163.8597
YOR202W,TS4-37,12/02/11,11,24,163.6939
YOR202W,11,12/10/11,1,5,163.6574
YOR202W,12,12/09/11,1,22,163.5764
YOR202W,4,11/29/11,16,5,163.5297
YOR202W,12,12/09/11,1,10,163.4019
YOR202W,TS4-37,12/02/11,16,8,163.3545
YOR202W,TS2-37,12/01/11,1,11,163.2938
YOR202W,add1,4/26/12,15,24,163.0563
YOR202W,add4,4/26/12,16,5,162.9181
YOR202W,3,11/19/11,1,24,162.8294
YOR202W,TS1-37,12/01/11,1,12,162.7959
YOR202W,9,12/09/11,1,2,162.7390
YOR202W,9,12/09/11,1,24,162.7298
YOR202W,S1,11/19/11,5,19,162.7078
YOR202W,3,11/19/11,6,24,162.6742
YOR202W,TS2-RT,12/01/11,4,24,162.6452
YOR202W,S1,11/19/11,16,18,162.6413
YOR202W,TS3-RT,12/02/11,8,24,162.5365
YOR202W,8,11/30/11,16,18,162.5210
YOR202W,TS4-RT,12/02/11,6,24,162.4847
YOR202W,TS2-RT,12/01/11,2,24,162.4814
YOR202W,S1,11/19/11,1,23,162.4242
YOR202W,12,12/09/11,16,17,162.2338
YOR202W,S1,11/19/11,5,16,162.2157
YOR202W,13,12/11/11,16,8,162.1360
YOR202W,7,11/30/11,16,18,162.0419
YOR202W,add4,4/26/12,11,24,162.0275
YOR202W,S1,11/19/11,15,15,162.0230
YOR202W,S2,12/11/11,11,1,161.9928
YOR202W,S1,11/19/11,1,12,161.7431
YOR202W,S2,12/11/11,1,21,161.7248
YOR202W,S1,11/19/11,12,1,161.7209
YOR202W,TS2-RT,12/01/11,13,24,161.6939
YOR202W,TS4-37,12/02/11,16,18,161.6859
YOR202W,TS3-RT,12/02/11,1,4,161.6826
YOR202W,8,11/30/11,11,1,161.6792
YOR202W,rmkDM,06/18/12,1,23,161.6770
YOR202W,1,11/29/11,16,10,161.3585
YOR202W,add1,4/26/12,16,20,161.2977
YOR202W,TS1-RT,12/01/11,1,22,161.1979
YOR202W,12,12/09/11,1,6,161.1775
YOR202W,TS4-37,12/02/11,1,4,161.1568
YOR202W,8,11/30/11,14,24,161.1246
YOR202W,12,12/09/11,1,8,161.0959
YOR202W,6,11/30/11,7,24,160.9726
YOR202W,TS2-RT,12/01/11,2,1,160.9561
YOR202W,add1,4/26/12,16,11,160.9250
YOR202W,S1,11/19/11,13,21,160.8623
YOR202W,rmkDM,06/18/12,1,6,160.8443
YOR202W,2,11/29/11,1,11,160.7865
YOR202W,8,11/30/11,16,9,160.6207
YOR202W,8,11/30/11,16,12,160.6111
YOR202W,S2,12/11/11,1,24,160.5769
YOR202W,10,12/10/11,6,24,160.5312
YOR202W,1,11/29/11,16,13,160.5218
YOR202W,10,12/10/11,8,24,160.4276
YOR202W,8,11/30/11,12,1,160.2994
YOR202W,add4,4/26/12,5,1,160.1980
YOR202W,TS1-37,12/01/11,1,14,160.1237
YOR202W,add4,4/26/12,7,24,160.1224
YOR202W,14,12/11/11,16,14,160.0521
YOR202W,TS4-RT,12/02/11,16,14,160.0423
YOR202W,TS4-RT,12/02/11,1,21,159.9772
YOR202W,S2,12/11/11,7,1,159.9709
YOR202W,add4,4/26/12,1,23,159.9595
YOR202W,S2,12/11/11,9,1,159.8856
YOR202W,6,11/30/11,1,22,159.7916
YOR202W,S2,12/11/11,1,19,159.7537
YOR202W,9,12/09/11,16,17,159.6452
YOR202W,S2,12/11/11,14,2,159.5726
YOR202W,7,11/30/11,16,13,159.5615
YOR202W,add4,4/26/12,6,1,159.5551
YOR202W,TS2-37,12/01/11,1,9,159.5143
YOR202W,TS4-37,12/02/11,16,15,159.4638
YOR202W,TS2-RT,12/01/11,16,2,159.3568
YOR202W,11,12/10/11,1,15,159.2112
YOR202W,TS3-RT,12/02/11,6,24,159.1929
YOR202W,14,12/11/11,15,7,159.1313
YOR202W,S1,11/19/11,1,9,159.0506
YOR202W,6,11/30/11,1,1,158.9804
YOR202W,TS4-RT,12/02/11,15,1,158.7851
YOR202W,14,12/11/11,16,10,158.7257
YOR202W,8,11/30/11,1,20,158.6525
YOR202W,S2,12/11/11,16,2,158.5896
YOR202W,S1,11/19/11,13,1,158.5195
YOR202W,rmkDM,06/19/12,16,4,158.4920
YOR202W,rmkDM,06/19/12,16,11,158.4636
YOR202W,rmkDM,06/19/12,16,3,158.4285
YOR202W,10,12/10/11,15,1,158.3231
YOR202W,add4,4/26/12,9,24,158.2797
YOR202W,6,11/30/11,11,1,158.1093
YOR202W,TS4-37,12/02/11,16,16,158.0369
YOR202W,7,11/30/11,7,1,157.9621
YOR202W,TS4-RT,12/02/11,16,16,157.8187
YOR202W,add1,4/26/12,16,5,157.7903
YOR202W,add1,4/26/12,5,24,157.7439
YOR202W,3,11/19/11,12,24,157.7249
YOR202W,TS1-RT,12/01/11,16,20,157.6794
YOR202W,S1,11/19/11,9,24,157.6215
YOR202W,4,11/29/11,1,1,157.5632
YOR202W,12,12/09/11,10,24,157.5113
YOR202W,S1,11/19/11,1,19,157.5070
YOR202W,7,11/30/11,1,16,157.2832
YOR202W,TS4-RT,12/02/11,16,12,157.2025
YOR202W,2,11/29/11,12,1,157.1035
YOR202W,7,11/30/11,16,2,157.0886
YOR202W,TS3-37,12/02/11,1,6,156.8900
YOR202W,TS4-37,12/02/11,1,19,156.8681
YOR202W,add4,4/26/12,1,14,156.8512
YOR202W,add4,4/26/12,11,1,156.8435
YOR202W,1,11/29/11,7,1,156.6874
YOR202W,S2,12/11/11,6,24,156.6811
YOR202W,8,11/30/11,1,10,156.6661
YOR202W,TS2-RT,12/01/11,1,5,156.6416
YOR202W,9,12/09/11,16,20,156.5402
YOR202W,TS3-37,12/02/11,1,12,156.5196
YOR202W,6,11/30/11,9,24,156.3417
YOR202W,add1,4/26/12,7,24,156.2875
YOR202W,add4,4/26/12,1,7,156.2736
YOR202W,3,11/19/11,1,1,156.2609
YOR202W,6,11/30/11,1,20,156.1426
YOR202W,4,11/29/11,16,18,156.1216
YOR202W,12,12/09/11,6,24,155.9755
YOR202W,TS4-RT,12/02/11,1,10,155.9002
YOR202W,TS4-RT,12/02/11,6,1,155.8933
YOR202W,TS2-37,12/01/11,16,5,155.8733
YOR202W,TS2-37,12/01/11,1,13,155.8399
YOR202W,6,11/30/11,16,20,155.7966
YOR202W,TS3-37,12/02/11,16,1,155.6737
YOR202W,TS1-RT,12/01/11,1,6,155.4893
YOR202W,7,11/30/11,16,21,155.4237
YOR202W,4,11/29/11,16,22,155.3977
YOR202W,TS2-RT,12/01/11,16,12,155.3847
YOR202W,13,12/11/11,8,24,155.3828
YOR202W,6,11/30/11,1,3,155.2747
YOR202W,TS2-RT,12/01/11,1,4,155.2434
YOR202W,5,11/30/11,16,24,155.2415
YOR202W,S2,12/11/11,1,1,155.2122
YOR202W,S2,12/11/11,8,7,155.1812
YOR202W,S1,11/19/11,7,1,155.1795
YOR202W,TS1-RT,12/01/11,16,9,155.1373
YOR202W,TS2-RT,12/01/11,9,1,155.1129
YOR202W,TS3-RT,12/02/11,1,8,155.0906
YOR202W,4,11/29/11,3,24,155.0232
YOR202W,add4,4/26/12,1,16,155.0210
YOR202W,TS3-RT,12/02/11,11,1,155.0093
YOR202W,S1,11/19/11,2,21,154.9946
YOR202W,12,12/09/11,13,24,154.9106
YOR202W,10,12/10/11,16,7,154.8456
YOR202W,S2,12/11/11,1,14,154.8078
YOR202W,9,12/09/11,11,1,154.7818
YOR202W,8,11/30/11,16,16,154.7303
YOR202W,add4,4/26/12,16,19,154.6660
YOR202W,4,11/29/11,1,6,154.5830
YOR202W,3,11/19/11,13,1,154.5398
YOR202W,11,12/10/11,1,10,154.1217
YOR202W,rmkDM,06/19/12,16,24,154.0884
YOR202W,rmkDM,06/18/12,3,24,154.0218
YOR202W,TS1-RT,12/01/11,10,1,153.9691
YOR202W,3,11/19/11,5,1,153.9403
YOR202W,8,11/30/11,16,15,153.8964
YOR202W,rmkDM,06/18/12,11,24,153.8639
YOR202W,TS3-37,12/02/11,12,1,153.8567
YOR202W,TS3-RT,12/02/11,2,24,153.7937
YOR202W,add4,4/26/12,1,24,153.7751
YOR202W,TS3-RT,12/02/11,1,3,153.5763
YOR202W,12,12/09/11,1,24,153.4621
YOR202W,TS2-RT,12/01/11,11,1,153.4299
YOR202W,TS3-RT,12/02/11,1,5,153.4203
YOR202W,add1,4/26/12,1,19,153.3695
YOR202W,4,11/29/11,1,12,153.3549
YOR202W,add1,4/26/12,16,22,153.3343
YOR202W,14,12/11/11,13,1,153.3118
YOR202W,TS2-RT,12/01/11,15,1,153.2991
YOR202W,8,11/30/11,16,3,153.2775
YOR202W,4,11/29/11,8,1,153.1430
YOR202W,10,12/10/11,16,20,153.0940
YOR202W,7,11/30/11,1,22,153.0451
YOR202W,S1,11/19/11,16,20,152.9855
YOR202W,6,11/30/11,1,6,152.8539
YOR202W,14,12/11/11,1,16,152.8430
YOR202W,S1,11/19/11,1,10,152.8319
YOR202W,add4,4/26/12,14,24,152.8301
YOR202W,add1,4/26/12,16,8,152.7953
YOR202W,TS2-RT,12/01/11,9,24,152.7640
YOR202W,TS3-RT,12/02/11,16,19,152.5896
YOR202W,rmkDM,06/18/12,1,18,152.5824
YOR202W,S1,11/19/11,10,11,152.5808
YOR202W,7,11/30/11,16,17,152.5706
YOR202W,5,11/30/11,1,1,152.5580
YOR202W,TS1-RT,12/01/11,1,7,152.5114
YOR202W,9,12/09/11,1,5,152.4909
YOR202W,8,11/30/11,6,24,152.4613
YOR202W,rmkDM,06/19/12,16,8,152.4567
YOR202W,11,12/10/11,10,1,152.4479
YOR202W,3,11/19/11,4,24,152.4249
YOR202W,11,12/10/11,1,13,152.3399
YOR202W,S1,11/19/11,10,1,152.2388
YOR202W,add4,4/26/12,16,18,152.1976
YOR202W,S2,12/11/11,1,9,152.1832
YOR202W,12,12/09/11,16,23,152.0591
YOR202W,TS2-37,12/01/11,16,12,152.0371
YOR202W,TS3-RT,12/02/11,3,1,152.0363
YOR202W,6,11/30/11,1,2,151.9779
YOR202W,TS2-37,12/01/11,7,1,151.9532
YOR202W,S1,11/19/11,1,3,151.8277
YOR202W,14,12/11/11,16,18,151.7132
YOR202W,14,12/11/11,16,24,151.6230
YOR202W,TS3-37,12/02/11,6,1,151.6125
YOR202W,S1,11/19/11,1,21,151.5406
YOR202W,TS2-RT,12/01/11,1,6,151.4886
YOR202W,11,12/10/11,8,24,151.4609
YOR202W,4,11/29/11,16,17,151.4305
YOR202W,10,12/10/11,16,11,151.3381
YOR202W,13,12/11/11,16,7,151.2835
YOR202W,S1,11/19/11,16,9,151.2220
YOR202W,2,11/29/11,16,2,151.1671
YOR202W,TS3-RT,12/02/11,5,24,151.1196
YOR202W,add4,4/26/12,13,24,151.1191
YOR202W,S1,11/19/11,6,1,151.0641
YOR202W,add4,4/26/12,16,13,151.0422
YOR202W,5,11/30/11,1,12,150.9236
YOR202W,13,12/11/11,1,18,150.9141
YOR202W,5,11/30/11,1,21,150.8693
YOR202W,14,12/11/11,16,13,150.8245
YOR202W,2,11/29/11,16,9,150.7989
YOR202W,4,11/29/11,15,24,150.7460
YOR202W,1,11/29/11,1,15,150.7350
YOR202W,TS3-RT,12/02/11,9,1,150.7225
YOR202W,7,11/30/11,5,24,150.6388
YOR202W,TS4-RT,12/02/11,1,24,150.6342
YOR202W,TS1-37,12/01/11,6,1,150.5854
YOR202W,S1,11/19/11,1,15,150.5463
YOR202W,4,11/29/11,14,24,150.5343
YOR202W,7,11/30/11,8,1,150.5201
YOR202W,S1,11/19/11,5,23,150.4808
YOR202W,2,11/29/11,16,21,150.4430
YOR202W,TS1-RT,12/01/11,16,12,150.3391
YOR202W,3,11/19/11,16,13,150.3377
YOR202W,8,11/30/11,7,24,150.2076
YOR202W,TS3-RT,12/02/11,1,11,150.1044
YOR202W,S1,11/19/11,15,12,150.0771
YOR202W,TS1-37,12/01/11,7,1,150.0702
YOR202W,TS2-37,12/01/11,16,19,150.0087
YOR202W,9,12/09/11,1,8,150.0081
YOR202W,4,11/29/11,2,24,149.9742
YOR202W,TS1-37,12/01/11,2,1,149.9696
YOR202W,4,11/29/11,6,1,149.9672
YOR202W,TS3-RT,12/02/11,16,12,149.9252
YOR202W,12,12/09/11,16,4,149.8905
YOR202W,TS1-RT,12/01/11,1,9,149.8775
YOR202W,TS3-37,12/02/11,16,9,149.7624
YOR202W,add4,4/26/12,1,9,149.7032
YOR202W,add4,4/26/12,1,6,149.6457
YOR202W,rmkDM,06/19/12,16,2,149.5949
YOR202W,7,11/30/11,14,24,149.4733
YOR202W,add1,4/26/12,6,24,149.4696
YOR202W,12,12/09/11,2,24,149.4683
YOR202W,8,11/30/11,4,24,149.3493
YOR202W,TS1-RT,12/01/11,16,7,149.2746
YOR202W,S1,11/19/11,16,1,149.2731
YOR202W,add1,4/26/12,12,24,149.2023
YOR202W,TS4-37,12/02/11,1,12,149.0978
YOR202W,2,11/29/11,1,21,149.0883
YOR202W,4,11/29/11,16,10,149.0534
YOR202W,12,12/09/11,14,1,148.9482
YOR202W,11,12/10/11,1,17,148.9120
YOR202W,1,11/29/11,1,6,148.7800
YOR202W,9,12/09/11,16,18,148.6265
YOR202W,rmkDM,06/19/12,2,24,148.4808
YOR202W,add4,4/26/12,1,8,148.4406
YOR202W,14,12/11/11,1,1,148.4139
YOR202W,TS2-RT,12/01/11,8,24,148.4097
YOR202W,TS2-37,12/01/11,16,7,148.3854
YOR202W,S2,12/11/11,16,13,148.3556
YOR202W,add1,4/26/12,16,7,148.2687
YOR202W,TS3-RT,12/02/11,4,1,148.1213
YOR202W,TS1-37,12/01/11,1,2,148.1006
YOR202W,add1,4/26/12,1,9,148.0570
YOR202W,TS4-RT,12/02/11,9,24,147.9658
YOR202W,add1,4/26/12,1,3,147.7181
YOR202W,S2,12/11/11,16,8,147.7021
YOR202W,rmkDM,06/19/12,16,19,147.6668
YOR202W,rmkDM,06/18/12,5,24,147.6188
YOR202W,2,11/29/11,16,24,147.5573
YOR202W,TS3-37,12/02/11,11,1,147.4716
YOR202W,add4,4/26/12,16,17,147.3885
YOR202W,TS4-37,12/02/11,1,7,147.3335
YOR202W,S2,12/11/11,1,7,147.2866
YOR202W,S2,12/11/11,1,12,147.2731
YOR202W,TS3-RT,12/02/11,5,1,147.2569
YOR202W,5,11/30/11,3,24,147.1885
YOR202W,S2,12/11/11,1,2,146.9787
YOR202W,S2,12/11/11,1,5,146.9265
YOR202W,S2,12/11/11,6,18,146.7620
YOR202W,TS4-RT,12/02/11,1,12,146.7545
YOR202W,S1,11/19/11,16,19,146.7543
YOR202W,11,12/10/11,1,6,146.6986
YOR202W,TS2-37,12/01/11,1,10,146.4739
YOR202W,S1,11/19/11,8,24,146.4678
YOR202W,12,12/09/11,1,17,146.4559
YOR202W,TS3-37,12/02/11,16,16,146.4178
YOR202W,add1,4/26/12,15,1,146.4014
YOR202W,9,12/09/11,5,24,146.3042
YOR202W,11,12/10/11,16,19,146.2008
YOR202W,2,11/29/11,5,1,146.1975
YOR202W,TS3-RT,12/02/11,1,15,146.1903
YOR202W,5,11/30/11,13,24,146.1892
YOR202W,add1,4/26/12,1,6,146.1875
YOR202W,add1,4/26/12,2,24,146.1662
YOR202W,14,12/11/11,16,8,146.0692
YOR202W,13,12/11/11,16,3,146.0448
YOR202W,TS4-37,12/02/11,14,24,145.9657
YOR202W,add4,4/26/12,10,1,145.9629
YOR202W,add4,4/26/12,1,18,145.9501
YOR202W,S2,12/11/11,7,8,145.9139
YOR202W,add4,4/26/12,5,24,145.8339
YOR202W,11,12/10/11,7,24,145.7503
YOR202W,8,11/30/11,3,24,145.7271
YOR202W,1,11/29/11,2,1,145.6638
YOR202W,4,11/29/11,16,15,145.6430
YOR202W,add4,4/26/12,1,1,145.6195
YOR202W,S1,11/19/11,1,18,145.6078
YOR202W,12,12/09/11,16,24,145.5634
YOR202W,S1,11/19/11,15,1,145.5424
YOR202W,TS2-37,12/01/11,13,1,145.5195
YOR202W,TS1-RT,12/01/11,16,23,145.4556
YOR202W,S1,11/19/11,16,2,145.4495
YOR202W,6,11/30/11,1,14,145.3409
YOR202W,TS1-37,12/01/11,14,1,145.1972
YOR202W,10,12/10/11,16,23,145.1923
YOR202W,5,11/30/11,16,19,145.0894
YOR202W,TS2-RT,12/01/11,1,10,145.0285
YOR202W,TS3-RT,12/02/11,1,1,144.9132
YOR202W,2,11/29/11,16,14,144.9012
YOR202W,TS4-37,12/02/11,16,19,144.8441
YOR202W,10,12/10/11,2,24,144.8071
YOR202W,TS2-37,12/01/11,5,24,144.7798
YOR202W,12,12/09/11,1,16,144.6994
YOR202W,10,12/10/11,1,12,144.6652
YOR202W,10,12/10/11,16,3,144.6566
YOR202W,add1,4/26/12,1,24,144.5417
YOR202W,9,12/09/11,1,13,144.5237
YOR202W,S1,11/19/11,16,10,144.4659
YOR202W,13,12/11/11,5,24,144.4550
YOR202W,add4,4/26/12,1,5,144.3953
YOR202W,TS3-RT,12/02/11,9,24,144.3174
YOR202W,add4,4/26/12,16,22,144.2842
YOR202W,TS3-37,12/02/11,16,23,144.2200
YOR202W,S1,11/19/11,16,5,144.2147
YOR202W,5,11/30/11,16,22,144.1909
YOR202W,5,11/30/11,1,20,144.1567
YOR202W,7,11/30/11,1,17,144.1139
YOR202W,12,12/09/11,1,2,144.0773
YOR202W,TS2-RT,12/01/11,4,1,144.0527
YOR202W,10,12/10/11,1,10,144.0289
YOR202W,S2,12/11/11,16,24,143.9997
YOR202W,S2,12/11/11,16,3,143.9969
YOR202W,2,11/29/11,1,7,143.9691
YOR202W,TS4-RT,12/02/11,3,1,143.9589
YOR202W,TS1-37,12/01/11,16,1,143.9408
YOR202W,8,11/30/11,16,14,143.9227
YOR202W,9,12/09/11,1,4,143.8450
YOR202W,TS3-RT,12/02/11,1,9,143.8046
YOR202W,4,11/29/11,1,16,143.7622
YOR202W,TS1-37,12/01/11,16,2,143.7549
YOR202W,5,11/30/11,11,24,143.7267
YOR202W,TS2-37,12/01/11,9,1,143.7035
YOR202W,add1,4/26/12,1,20,143.6535
YOR202W,4,11/29/11,1,5,143.6017
YOR202W,TS3-37,12/02/11,1,2,143.5278
YOR202W,10,12/10/11,6,1,143.5272
YOR202W,10,12/10/11,1,14,143.5243
YOR202W,S1,11/19/11,1,17,143.4748
YOR202W,14,12/11/11,1,11,143.3988
YOR202W,2,11/29/11,16,12,143.3413
YOR202W,add4,4/26/12,1,17,143.2557
YOR202W,7,11/30/11,9,1,143.2407
YOR202W,2,11/29/11,1,8,143.2143
YOR202W,2,11/29/11,16,11,143.1889
YOR202W,add4,4/26/12,1,10,143.1827
YOR202W,S2,12/11/11,1,3,143.1679
YOR202W,TS4-RT,12/02/11,14,1,143.1636
YOR202W,S2,12/11/11,1,23,143.1568
YOR202W,TS3-37,12/02/11,1,7,143.1564
YOR202W,TS2-RT,12/01/11,1,14,143.0335
YOR202W,10,12/10/11,1,15,143.0145
YOR202W,S2,12/11/11,13,4,142.9625
YOR202W,10,12/10/11,1,19,142.9177
YOR202W,7,11/30/11,1,12,142.8656
YOR202W,TS2-RT,12/01/11,1,24,142.7870
YOR202W,4,11/29/11,15,1,142.7537
YOR202W,rmkDM,06/18/12,1,22,142.7175
YOR202W,add1,4/26/12,1,11,142.6977
YOR202W,10,12/10/11,16,6,142.6957
YOR202W,S2,12/11/11,16,21,142.6840
YOR202W,7,11/30/11,3,1,142.5742
YOR202W,TS2-37,12/01/11,16,2,142.5571
YOR202W,9,12/09/11,1,9,142.5497
YOR202W,add4,4/26/12,1,12,142.5494
YOR202W,5,11/30/11,1,14,142.5438
YOR202W,S2,12/11/11,16,15,142.5349
YOR202W,S1,11/19/11,11,7,142.4712
YOR202W,S2,12/11/11,16,19,142.3878
YOR202W,10,12/10/11,16,5,142.3263
YOR202W,5,11/30/11,16,14,142.1929
YOR202W,add4,4/26/12,1,11,142.1838
YOR202W,S2,12/11/11,5,23,141.9586
YOR202W,TS3-RT,12/02/11,16,3,141.9190
YOR202W,TS4-37,12/02/11,16,22,141.8340
YOR202W,10,12/10/11,1,4,141.6776
YOR202W,TS2-RT,12/01/11,1,18,141.5864
YOR202W,3,11/19/11,1,21,141.5285
YOR202W,add1,4/26/12,16,6,141.4170
YOR202W,add1,4/26/12,9,1,141.3687
YOR202W,5,11/30/11,1,19,141.2890
YOR202W,11,12/10/11,1,24,141.2774
YOR202W,TS1-37,12/01/11,16,13,141.2247
YOR202W,TS2-RT,12/01/11,11,24,141.1827
YOR202W,add4,4/26/12,16,10,141.0912
YOR202W,TS4-RT,12/02/11,1,9,141.0599
YOR202W,13,12/11/11,3,1,141.0597
YOR202W,14,12/11/11,1,4,141.0378
YOR202W,S2,12/11/11,14,1,140.9674
YOR202W,TS3-37,12/02/11,1,24,140.9355
YOR202W,1,11/29/11,14,24,140.9307
YOR202W,TS4-37,12/02/11,16,13,140.9231
YOR202W,TS1-RT,12/01/11,1,13,140.8773
YOR202W,TS3-RT,12/02/11,1,16,140.8269
YOR202W,1,11/29/11,12,24,140.8034
YOR202W,TS4-RT,12/02/11,10,1,140.5984
YOR202W,S2,12/11/11,16,12,140.5861
YOR202W,TS1-RT,12/01/11,1,11,140.5723
YOR202W,8,11/30/11,11,24,140.5167
YOR202W,rmkDM,06/19/12,16,9,140.4796
YOR202W,13,12/11/11,16,23,140.4302
YOR202W,5,11/30/11,16,21,140.3388
YOR202W,TS2-RT,12/01/11,16,15,140.2223
YOR202W,add1,4/26/12,16,14,140.2143
YOR202W,14,12/11/11,2,24,140.1800
YOR202W,TS2-RT,12/01/11,1,13,140.1255
YOR202W,S2,12/11/11,1,17,140.0636
YOR202W,3,11/19/11,1,8,140.0180
YOR202W,TS3-37,12/02/11,10,1,139.9794
YOR202W,5,11/30/11,16,8,139.9596
YOR202W,5,11/30/11,1,6,139.9424
YOR202W,1,11/29/11,6,24,139.9420
YOR202W,TS2-37,12/01/11,1,24,139.9217
YOR202W,TS2-RT,12/01/11,1,8,139.9040
YOR202W,TS3-37,12/02/11,2,24,139.8926
YOR202W,4,11/29/11,1,21,139.8657
YOR202W,10,12/10/11,3,1,139.8027
YOR202W,TS3-RT,12/02/11,16,8,139.7681
YOR202W,1,11/29/11,16,17,139.7558
YOR202W,14,12/11/11,7,24,139.7547
YOR202W,TS3-37,12/02/11,16,8,139.6625
YOR202W,add4,4/26/12,1,3,139.6003
YOR202W,9,12/09/11,8,24,139.5986
