ORF,distance,meta
YPL203W,257.228716403,(13, 12/11/11, 8, 11)
YHR178W,257.203165478,(TS2-RT, 12/01/11, 7, 15)
YNL287W,256.742320286,(TS3-37, 12/02/11, 8, 9)
YMR123W,256.684835101,(rmkDM, 06/18/12, 13, 22)
YDR484W,256.437953167,(S2, 12/11/11, 7, 7)
YDR497C,255.87327803,(add1, 4/26/12, 9, 2)
YPL036W,255.509471795,(add4, 4/26/12, 15, 22)
YGL173C,255.254729943,(5, 11/30/11, 13, 7)
YLR319C,255.112449185,(9, 12/09/11, 2, 19, 255.11244918526992)
YBR116C,255.057605538,(1, 11/29/11, 14, 6)
YMR224C,254.824271122,(10, 12/10/11, 12, 3, 254.8242711219163)
YPL060W,254.711224655,(13, 12/11/11, 2, 2)
YHR132W-A,254.268578602,(6, 11/30/11, 10, 2)
YDR460W,254.254107342,(TS2-RT, 12/01/11, 6, 7)
YAR030C,254.096451477,(add4, 4/26/12, 12, 22, 125.42664117579235),(1, 11/29/11, 13, 18, 382.7662617773027)
YDR200C,254.045832361,(S2, 12/11/11, 14, 6)
YLR358C,253.82642959,(S1, 11/19/11, 13, 7)
YAR015W,253.781289954,(1, 11/29/11, 11, 10)
YLR357W,253.48424154,(add1, 4/26/12, 13, 15)
YDL132W,253.384784653,(TS1-37, 12/01/11, 9, 15)
YML042W,253.313707673,(10, 12/10/11, 15, 10)
YFR009W,253.258603774,(rmkDM, 06/19/12, 4, 17)
YDR050C,253.041442761,(TS1-37, 12/01/11, 5, 17)
YLR430W,252.873271898,(TS4-37, 12/02/11, 3, 18)
YFL029C,252.827644623,(TS4-37, 12/02/11, 14, 20)
YDL151C,252.817345111,(S2, 12/11/11, 4, 6)
YMR161W,252.621836889,(10, 12/10/11, 4, 17)
YBR053C,252.44705005,(1, 11/29/11, 6, 10)
YOR219C,252.441927188,(add1, 4/26/12, 11, 2)
YDL087C,252.37261039,(TS1-37, 12/01/11, 7, 19)
YOL126C,252.008122379,(12, 12/09/11, 13, 5)
YIR018W,251.94469442,(7, 11/30/11, 3, 7)
YOL056W,251.607778752,(12, 12/09/11, 5, 23)
YOR182C,251.490005861,(rmkDM, 06/19/12, 2, 5, 219.10442594807211),(12, 12/09/11, 12, 5, 283.87558577317134)
YNL138W,251.440977344,(TS1-37, 12/01/11, 11, 15)
YDL132W,251.362863955,(TS1-RT, 12/01/11, 9, 15)
YDR378C,251.30917,(3, 11/19/11, 10, 19, 251.30916999978962)
YCL023C,251.1324414,(add4, 4/26/12, 4, 23, 296.68411952122619),(2, 11/29/11, 15, 6, 205.58076327876603)
YIL046W,251.117843203,(TS2-37, 12/01/11, 10, 19)
YER151C,251.096046547,(add1, 4/26/12, 4, 18, 230.55988873896942),(rmkDM, 06/19/12, 2, 4, 248.60417791161223),(4, 11/29/11, 2, 13, 274.12407298964808)
YOL158C,251.017019375,(12, 12/09/11, 2, 20)
YFL039C,250.870495752,(TS4-37, 12/02/11, 3, 16)
YEL034W,250.674102753,(TS2-37, 12/01/11, 2, 2)
YOR349W,250.595481269,(13, 12/11/11, 7, 23)
YMR307W,250.389224929,(TS1-37, 12/01/11, 3, 7)
YPR060C,250.123122398,(14, 12/11/11, 11, 4)
YKR083C,250.044383176,(TS3-37, 12/02/11, 6, 10)
YPR018W,249.960327268,(14, 12/11/11, 7, 16, 249.96032726751361)
YLR116W,249.729673086,(TS4-37, 12/02/11, 4, 6)
YHR039C-B,249.640795596,(S1, 11/19/11, 3, 7)
YER157W,249.585200496,(TS1-RT, 12/01/11, 3, 17)
YNL204C,249.575070591,(11, 12/10/11, 10, 18)
YLR416C,249.424403124,(10, 12/10/11, 3, 20)
YHR147C,249.372119498,(S1, 11/19/11, 14, 17)
YDR245W,249.301119702,(3, 11/19/11, 8, 14, 249.30111970218181)
YMR075C-A,249.13286426,(10, 12/10/11, 6, 12)
YBL049W,249.100527391,(1, 11/29/11, 5, 7)
YNL147W,248.828334351,(TS4-37, 12/02/11, 4, 13)
YDR452W,248.645651212,(4, 11/29/11, 5, 10)
YGL209W,248.432035643,(5, 11/30/11, 2, 14)
YDR157W,247.924982911,(3, 11/19/11, 13, 5)
YML023C,247.625530434,(TS3-37, 12/02/11, 6, 7)
YEL061C,247.44684991,(4, 11/29/11, 9, 11)
YDR335W,247.172816543,(rmkDM, 06/19/12, 2, 20, 271.70107428144678),(3, 11/19/11, 4, 3, 222.64455880357886)
YIL118W,246.682081436,(TS1-37, 12/01/11, 12, 17)
YMR122C,246.34346448,(10, 12/10/11, 12, 16)
YAL014C,246.217428569,(1, 11/29/11, 3, 6)
YPL190C,245.770294003,(TS2-37, 12/01/11, 8, 6)
YFL034C-B,245.67365556,(TS4-RT, 12/02/11, 10, 20)
YGR157W,245.532844083,(add4, 4/26/12, 7, 9, 258.83978958590023),(rmkDM, 06/18/12, 11, 7, 232.22589857931322)
YGR262C,245.338502174,(S2, 12/11/11, 4, 12)
YML127W,245.073749279,(TS3-37, 12/02/11, 8, 13)
YPL233W,244.847981574,(TS4-37, 12/02/11, 12, 17)
YML069W,244.729471498,(TS2-37, 12/01/11, 12, 13)
YLL002W,244.724162939,(add4, 4/26/12, 15, 7, 242.95027025339218),(8, 11/30/11, 10, 17, 246.49805562537867)
YDR236C,244.681377584,(TS1-RT, 12/01/11, 7, 17)
