YIL140W,10.0007,(10.0007086114)
YLR039C,16.4246,(16.4246196139)
YBR057C,16.5197,(13.0936563384,17.7630492842,18.7023304056)
YNL097C,13.2795,(13.2794751564)
YDR513W,21.2780,(24.8145965382,20.4365421831,18.5827440126)
YER063W,10.4857,(10.4857338278)
YBR090C,12.8667,(12.8666713228)
YBR255W,18.6035,(18.6034512018)
YBR027C,15.2139,(15.2138522125)
YBR128C,17.7447,(17.744690672)
YMR205C,13.3944,(11.9830524186,15.4991695028,16.2453090675,10.0062740276,10.6340400518,15.9987854113)
YMR171C,26.8146,(26.8146233106)
YER164W,14.0353,(15.4352224154,12.3160281612,10.5643736951,14.9155881469,14.0586886995,16.9219268414)
YJL149W,14.3011,(14.301083409)
YGR131W,20.6868,(20.6867895223)
YFL053W,11.4057,(9.9113414306,14.1602205385,10.1455827839)
YER108C,15.9427,(15.9427019173)
YDL046W,9.9008,(9.90079473463)
YJL212C,9.7859,(9.38819829059,10.0637796607,7.83935352852,8.42214202484,11.1509911029,11.8510301936)
YFL041W,8.9948,(8.99484177715)
YDR492W,15.7518,(15.7518308659)
YOR008C,12.4380,(12.4380096421)
YHR067W,14.9919,(17.5980817245,19.1611534314,8.2163989985)
YDR461W,7.5384,(7.5383580593)
YER092W,13.2206,(13.3409575291,11.4565390992,14.8643553221)
YLR348C,23.6399,(23.6398746706)
YBR121C,10.8727,(10.8726606452)
YML047C,13.5078,(13.5077785547)
YKR007W,19.6778,(19.6777580672)
YOR382W,14.6024,(14.6024440481)
YER149C,18.2233,(11.173747327,21.86103838,21.6350785719)
YDL020C,16.9830,(17.6060464635,13.3057413192,19.2508216346,12.7794714668,18.2663952294,20.6898168376)
YOR309C,13.4434,(13.4433509145)
YFL051C,7.7860,(7.78600043191)
YLR014C,14.1815,(14.1815341696)
YDR120C,12.9509,(12.9508990915)
YBL090W,6.9094,(6.90935177153)
YDR486C,16.2506,(16.2506175809)
YDR083W,10.7065,(9.05937486042,11.3741611,11.6858188599)
YJL192C,13.4547,(13.4547438145)
YJL215C,15.3252,(15.3251769795)
YEL056W,7.8416,(7.84158529001)
YNL129W,7.6132,(7.61318631236)
YNL072W,14.7241,(14.7241145495)
YOR300W,6.5090,(6.50903270857)
YPL274W,7.2362,(7.23615882092)
YPR135W,19.4113,(20.8368261566,17.1495476111,12.9461169688,29.469286482,17.8600274917,18.2060200736)
YBR026C,18.8987,(8.3118556051,24.4868758924,23.8972752467)
YLR261C,18.8377,(18.8376885649)
YGL212W,22.3985,(22.3985156037)
YEL010W,8.3337,(8.33366570915)
YMR286W,9.3425,(9.34248785567)
YCL075W,9.0339,(9.03385758107)
YPL178W,19.1391,(19.1390902119)
YGR079W,13.3255,(13.3255206651)
YDR004W,21.2706,(9.20295247801,32.1763930218,29.2848518481,14.9849693391,11.2256476899,30.7486823761)
YHR009C,27.8486,(27.8485609239)
YAL026C,12.1313,(12.1312565639)
YFL007W,17.6807,(17.6806918336)
YFR011C,12.5257,(12.5257102916)
YOR284W,18.4891,(18.4890771246)
YCL040W,33.5704,(33.5703705899)
YPR100W,5.7733,(5.77331979289)
YJL206C,15.4499,(15.4498801119)
YCL023C,12.0258,(12.0258117321)
YDR540C,12.4452,(12.4451569331)
YOL129W,22.6199,(22.6198584548)
YMR072W,5.5130,(5.51297489592)
YOL116W,20.4014,(19.1339181311,18.9937708439,23.076462459)
YBR012C,10.1581,(10.158099674)
YNL249C,10.5140,(10.5140138886)
YMR090W,11.6193,(11.6193436281)
YHR191C,18.4991,(18.2048518177,13.3109276921,23.9815608662)
YJR049C,9.9585,(9.958480808)
YJL053W,15.7482,(10.3594184314,19.0358517161,23.6946155316,11.1849214053,15.3125357329,14.9020563481)
YKL120W,7.6323,(7.63227486531)
YJR118C,17.0762,(17.0761850472)
YKR019C,15.4764,(15.4764269105)
YPL174C,8.5564,(10.143387451,7.50095110457,8.02473877207)
YJL138C,16.8230,(16.8229966042)
YHR066W,16.8733,(18.3591094277,9.87161107541,22.389144563)
YML028W,9.4545,(11.4717515754,7.6770202253,9.21458983467)
YLL001W,7.4634,(7.46335430803)
YCR073C,7.4793,(7.47925919354)
YPL236C,10.3692,(10.3691969514)
YLL015W,22.9134,(22.9134290869)
YMR202W,13.3613,(13.3613120605)
YBR164C,12.3733,(12.2999782673,14.062242647,10.7576364399)
YDL026W,9.3547,(9.35473155845)
YMR100W,16.4001,(16.6741236029,17.165266797,15.361053667)
YJR083C,24.0820,(24.0820091399)
YPL056C,10.8705,(10.8705317903)
YNL242W,9.5912,(9.59120087289)
YGL147C,15.0852,(15.0852408402)
YBL001C,6.1173,(6.11727722293)
YOL090W,10.9969,(10.9969446214)
YML035C,12.8179,(12.8179274239)
YMR084W,6.1791,(6.17913709004)
YDR019C,12.5191,(12.519050142)
YJR095W,12.6189,(12.6188745096)
YFL035C-B,8.3510,(8.3509708974)
YNR010W,15.1214,(10.1056777196,20.2640844179,14.9944814486)
YGR058W,23.9858,(23.9858020658)
YFL025C,9.2854,(9.2854237198)
YIR016W,18.8050,(18.8049613691)
YMR224C,25.5571,(34.8956108745,18.1145596737,23.6610709899)
YDL192W,14.8087,(14.2660549735,12.8155103471,18.2740701427,10.5964528748,15.3323112715,17.5678806194)
YBR082C,16.7824,(19.9850864652,15.9546989519,14.4074466107)
YCR101C,10.8333,(10.8333476667)
YJL126W,11.8285,(11.8284922875)
YER121W,10.0773,(10.0773435332)
YIL133C,8.7130,(8.71299958822)
YPL232W,12.6574,(12.6574056101)
YOL001W,28.2070,(27.2302504555,33.3458409095,24.0447777639)
YPL152W,13.2784,(13.2783646356)
YEL017W,5.6845,(5.6845391931)
YER128W,16.9120,(16.9120356515)
YEL007W,16.0260,(16.0259720609)
YNL067W,14.8095,(11.2981814955,13.9192039123,19.2110746657)
YDL078C,17.3555,(17.3555127751)
YKL015W,16.8040,(16.804029709)
YKL194C,4.5028,(4.50284357573)
YPL271W,8.0435,(8.04352980782)
YDR089W,16.6163,(16.616310497)
YDR129C,13.8991,(13.8991403105)
YMR021C,9.2681,(9.26805953169)
YKR035C,17.4175,(17.4174521325)
YDR378C,23.9375,(19.7259185917,22.0265695324,30.0601204753)
YLR346C,18.5896,(18.5896010533)
YBL086C,19.6944,(19.6944171422)
YPL214C,30.4260,(30.4259891191)
YGL084C,18.9512,(18.9512101396)
