ORF,plate,date,row,col,class,proba
YLR109W,9,12/09/11,5,13,0,1.00000,0.00000
YLL062C,9,12/09/11,5,14,0,1.00000,0.00000
YLR108C,9,12/09/11,5,15,0,1.00000,0.00000
YLL061W,9,12/09/11,5,16,0,0.99905,0.00095
YLR107W,9,12/09/11,5,17,0,1.00000,0.00000
YLL060C,9,12/09/11,5,18,0,1.00000,0.00000
YLR104W,9,12/09/11,5,19,0,1.00000,0.00000
YLL059C,9,12/09/11,5,20,0,1.00000,0.00000
YLR102C,9,12/09/11,5,21,0,1.00000,0.00000
YLL058W,9,12/09/11,5,22,0,1.00000,0.00000
YLR099C,9,12/09/11,5,23,0,1.00000,0.00000
YLR251W,9,12/09/11,6,2,0,0.99933,0.00067
YLR360W,9,12/09/11,6,3,0,1.00000,0.00000
YLR250W,9,12/09/11,6,4,0,1.00000,0.00000
YLR248W,9,12/09/11,6,6,0,1.00000,0.00000
YLR356W,9,12/09/11,6,7,0,1.00000,0.00000
YLR247C,9,12/09/11,6,8,0,1.00000,0.00000
YLR354C,9,12/09/11,6,9,0,1.00000,0.00000
YLR246W,9,12/09/11,6,10,0,1.00000,0.00000
YLR353W,9,12/09/11,6,11,0,1.00000,0.00000
YLR242C,9,12/09/11,6,12,1,0.00000,1.00000
YLR352W,9,12/09/11,6,13,0,1.00000,0.00000
YLR241W,9,12/09/11,6,14,0,1.00000,0.00000
YLR351C,9,12/09/11,6,15,0,1.00000,0.00000
YLR239C,9,12/09/11,6,16,0,1.00000,0.00000
YLR350W,9,12/09/11,6,17,0,1.00000,0.00000
YLR237W,9,12/09/11,6,18,0,1.00000,0.00000
YLR349W,9,12/09/11,6,19,0,1.00000,0.00000
YLR236C,9,12/09/11,6,20,0,1.00000,0.00000
YLR348C,9,12/09/11,6,21,0,1.00000,0.00000
YLR235C,9,12/09/11,6,22,1,0.00000,1.00000
YLR346C,9,12/09/11,6,23,0,1.00000,0.00000
YLR023C,9,12/09/11,7,2,0,1.00000,0.00000
YLR130C,9,12/09/11,7,3,0,1.00000,0.00000
YLR021W,9,12/09/11,7,4,0,1.00000,0.00000
YLR128W,9,12/09/11,7,5,0,1.00000,0.00000
YLR020C,9,12/09/11,7,6,0,1.00000,0.00000
YLR126C,9,12/09/11,7,7,0,1.00000,0.00000
YLR019W,9,12/09/11,7,8,0,1.00000,0.00000
YLR125W,9,12/09/11,7,9,0,1.00000,0.00000
YLR018C,9,12/09/11,7,10,0,1.00000,0.00000
YLR124W,9,12/09/11,7,11,0,1.00000,0.00000
YLR017W,9,12/09/11,7,12,0,1.00000,0.00000
YLR123C,9,12/09/11,7,13,0,1.00000,0.00000
YLR016C,9,12/09/11,7,14,0,1.00000,0.00000
YLR122C,9,12/09/11,7,15,0,1.00000,0.00000
YLR015W,9,12/09/11,7,16,0,1.00000,0.00000
YLR121C,9,12/09/11,7,17,0,1.00000,0.00000
YLR014C,9,12/09/11,7,18,0,1.00000,0.00000
YLR120C,9,12/09/11,7,19,0,1.00000,0.00000
YLR013W,9,12/09/11,7,20,0,1.00000,0.00000
YLR119W,9,12/09/11,7,21,0,0.77014,0.22986
YLR012C,9,12/09/11,7,22,0,1.00000,0.00000
YLR118C,9,12/09/11,7,23,0,1.00000,0.00000
YLR264W,9,12/09/11,8,2,0,0.86101,0.13899
YLR372W,9,12/09/11,8,3,0,1.00000,0.00000
YLR263W,9,12/09/11,8,4,0,1.00000,0.00000
YLR371W,9,12/09/11,8,5,0,0.99998,0.00002
YLR262C-A,9,12/09/11,8,6,0,1.00000,0.00000
YLR370C,9,12/09/11,8,7,0,1.00000,0.00000
YLR262C,9,12/09/11,8,8,0,1.00000,0.00000
YLR368W,9,12/09/11,8,9,0,1.00000,0.00000
YLR261C,9,12/09/11,8,10,0,1.00000,0.00000
YLR367W,9,12/09/11,8,11,0,1.00000,0.00000
YLR258W,9,12/09/11,8,12,0,1.00000,0.00000
YLR366W,9,12/09/11,8,13,0,1.00000,0.00000
YLR257W,9,12/09/11,8,14,0,1.00000,0.00000
YLR365W,9,12/09/11,8,15,0,1.00000,0.00000
YLR255C,9,12/09/11,8,16,0,1.00000,0.00000
YLR364W,9,12/09/11,8,17,0,1.00000,0.00000
YLR254C,9,12/09/11,8,18,0,1.00000,0.00000
YLR363C,9,12/09/11,8,19,0,1.00000,0.00000
YLR253W,9,12/09/11,8,20,0,1.00000,0.00000
YLR252W,9,12/09/11,8,22,0,1.00000,0.00000
YLR361C,9,12/09/11,8,23,0,1.00000,0.00000
YLR039C,9,12/09/11,9,2,0,1.00000,0.00000
YLR146C,9,12/09/11,9,3,0,1.00000,0.00000
YLR038C,9,12/09/11,9,4,0,0.99998,0.00002
YLR144C,9,12/09/11,9,5,0,1.00000,0.00000
YLR037C,9,12/09/11,9,6,0,1.00000,0.00000
YLR143W,9,12/09/11,9,7,0,1.00000,0.00000
YLR036C,9,12/09/11,9,8,0,1.00000,0.00000
YLR142W,9,12/09/11,9,9,0,1.00000,0.00000
YLR035C,9,12/09/11,9,10,0,1.00000,0.00000
YLR138W,9,12/09/11,9,11,0,1.00000,0.00000
YLR034C,9,12/09/11,9,12,0,1.00000,0.00000
YLR137W,9,12/09/11,9,13,0,1.00000,0.00000
YLR032W,9,12/09/11,9,14,0,1.00000,0.00000
YLR136C,9,12/09/11,9,15,0,1.00000,0.00000
YLR031W,9,12/09/11,9,16,0,1.00000,0.00000
YLR135W,9,12/09/11,9,17,0,1.00000,0.00000
YLR030W,9,12/09/11,9,18,0,1.00000,0.00000
YLR134W,9,12/09/11,9,19,0,1.00000,0.00000
YLR028C,9,12/09/11,9,20,0,1.00000,0.00000
YLR133W,9,12/09/11,9,21,0,1.00000,0.00000
YLR024C,9,12/09/11,9,22,0,1.00000,0.00000
YLR131C,9,12/09/11,9,23,1,0.00000,1.00000
YLR281C,9,12/09/11,10,2,0,1.00000,0.00000
YLR387C,9,12/09/11,10,3,0,1.00000,0.00000
YLR280C,9,12/09/11,10,4,0,1.00000,0.00000
YLR386W,9,12/09/11,10,5,1,0.00000,1.00000
YLR279W,9,12/09/11,10,6,0,0.99394,0.00606
YLR385C,9,12/09/11,10,7,0,1.00000,0.00000
YLR278C,9,12/09/11,10,8,0,1.00000,0.00000
YLR384C,9,12/09/11,10,9,0,0.99853,0.00147
YLR273C,9,12/09/11,10,10,0,1.00000,0.00000
YLR381W,9,12/09/11,10,11,0,1.00000,0.00000
YLR271W,9,12/09/11,10,12,0,1.00000,0.00000
YLR380W,9,12/09/11,10,13,0,1.00000,0.00000
YLR269C,9,12/09/11,10,14,0,0.99999,0.00001
YLR377C,9,12/09/11,10,15,0,1.00000,0.00000
YLR268W,9,12/09/11,10,16,0,1.00000,0.00000
YLR376C,9,12/09/11,10,17,0,1.00000,0.00000
YLR267W,9,12/09/11,10,18,0,1.00000,0.00000
YLR375W,9,12/09/11,10,19,0,1.00000,0.00000
YLR266C,9,12/09/11,10,20,0,1.00000,0.00000
YLR374C,9,12/09/11,10,21,0,1.00000,0.00000
YLR265C,9,12/09/11,10,22,0,1.00000,0.00000
YLR373C,9,12/09/11,10,23,0,1.00000,0.00000
YLR053C,9,12/09/11,11,2,0,1.00000,0.00000
YLR171W,9,12/09/11,11,3,0,1.00000,0.00000
YLR050C,9,12/09/11,11,4,0,1.00000,0.00000
YLR170C,9,12/09/11,11,5,0,1.00000,0.00000
YLR049C,9,12/09/11,11,6,0,1.00000,0.00000
YLR169W,9,12/09/11,11,7,0,1.00000,0.00000
YLR048W,9,12/09/11,11,8,1,0.00000,1.00000
YLR168C,9,12/09/11,11,9,0,1.00000,0.00000
YLR047C,9,12/09/11,11,10,0,1.00000,0.00000
YLR165C,9,12/09/11,11,11,0,1.00000,0.00000
YLR046C,9,12/09/11,11,12,0,0.99997,0.00003
YLR164W,9,12/09/11,11,13,0,1.00000,0.00000
YLR044C,9,12/09/11,11,14,0,1.00000,0.00000
YLR154C,9,12/09/11,11,15,0,1.00000,0.00000
YLR043C,9,12/09/11,11,16,0,1.00000,0.00000
YLR152C,9,12/09/11,11,17,0,1.00000,0.00000
YLR042C,9,12/09/11,11,18,0,1.00000,0.00000
YLR151C,9,12/09/11,11,19,0,1.00000,0.00000
YLR041W,9,12/09/11,11,20,0,1.00000,0.00000
YLR150W,9,12/09/11,11,21,0,1.00000,0.00000
YLR040C,9,12/09/11,11,22,0,1.00000,0.00000
YLR149C,9,12/09/11,11,23,0,1.00000,0.00000
YLR294C,9,12/09/11,12,2,0,1.00000,0.00000
YLR400W,9,12/09/11,12,3,0,1.00000,0.00000
YLR292C,9,12/09/11,12,4,0,0.98372,0.01628
YLR398C,9,12/09/11,12,5,0,1.00000,0.00000
YLR290C,9,12/09/11,12,6,0,1.00000,0.00000
YLR395C,9,12/09/11,12,7,0,1.00000,0.00000
YLR289W,9,12/09/11,12,8,0,1.00000,0.00000
YLR394W,9,12/09/11,12,9,0,0.99963,0.00037
YLR287C-A,9,12/09/11,12,10,0,0.99926,0.00074
YLR393W,9,12/09/11,12,11,0,1.00000,0.00000
YLR287C,9,12/09/11,12,12,0,1.00000,0.00000
YLR392C,9,12/09/11,12,13,0,1.00000,0.00000
YLR286C,9,12/09/11,12,14,0,1.00000,0.00000
YLR391W,9,12/09/11,12,15,0,1.00000,0.00000
YLR285W,9,12/09/11,12,16,0,1.00000,0.00000
YLR390W-A,9,12/09/11,12,17,0,1.00000,0.00000
YLR284C,9,12/09/11,12,18,0,1.00000,0.00000
YLR390W,9,12/09/11,12,19,0,1.00000,0.00000
YLR283W,9,12/09/11,12,20,0,1.00000,0.00000
YLR389C,9,12/09/11,12,21,0,1.00000,0.00000
YLR282C,9,12/09/11,12,22,0,1.00000,0.00000
YLR388W,9,12/09/11,12,23,0,1.00000,0.00000
YLR065C,9,12/09/11,13,2,0,1.00000,0.00000
YLR183C,9,12/09/11,13,3,0,1.00000,0.00000
YLR064W,9,12/09/11,13,4,0,1.00000,0.00000
YLR182W,9,12/09/11,13,5,1,0.00000,1.00000
YLR063W,9,12/09/11,13,6,0,1.00000,0.00000
YLR181C,9,12/09/11,13,7,0,1.00000,0.00000
YLR062C,9,12/09/11,13,8,0,1.00000,0.00000
YLR180W,9,12/09/11,13,9,0,1.00000,0.00000
YLR061W,9,12/09/11,13,10,1,0.00000,1.00000
YLR179C,9,12/09/11,13,11,0,1.00000,0.00000
YLR059C,9,12/09/11,13,12,0,0.99945,0.00055
YLR178C,9,12/09/11,13,13,0,1.00000,0.00000
YLR058C,9,12/09/11,13,14,1,0.00000,1.00000
YLR177W,9,12/09/11,13,15,0,1.00000,0.00000
YLR057W,9,12/09/11,13,16,0,1.00000,0.00000
YLR176C,9,12/09/11,13,17,0,1.00000,0.00000
YLR056W,9,12/09/11,13,18,0,0.99983,0.00017
YLR174W,9,12/09/11,13,19,0,1.00000,0.00000
YLR055C,9,12/09/11,13,20,1,0.00000,1.00000
YLR173W,9,12/09/11,13,21,0,1.00000,0.00000
YLR054C,9,12/09/11,13,22,0,1.00000,0.00000
YLR172C,9,12/09/11,13,23,0,1.00000,0.00000
YLR313C,9,12/09/11,14,2,0,1.00000,0.00000
YLR414C,9,12/09/11,14,3,0,1.00000,0.00000
YLR312C,9,12/09/11,14,4,0,1.00000,0.00000
YLR413W,9,12/09/11,14,5,0,1.00000,0.00000
YLR311C,9,12/09/11,14,6,0,0.96760,0.03240
YLR412W,9,12/09/11,14,7,0,1.00000,0.00000
YLR309C,9,12/09/11,14,8,0,1.00000,0.00000
YLR410W,9,12/09/11,14,9,0,1.00000,0.00000
YLR307W,9,12/09/11,14,10,0,1.00000,0.00000
YLR408C,9,12/09/11,14,11,1,0.00000,1.00000
YLR306W,9,12/09/11,14,12,0,1.00000,0.00000
YLR407W,9,12/09/11,14,13,0,1.00000,0.00000
YLR303W,9,12/09/11,14,14,0,1.00000,0.00000
YLR406C,9,12/09/11,14,15,0,1.00000,0.00000
YLR300W,9,12/09/11,14,16,0,1.00000,0.00000
YLR405W,9,12/09/11,14,17,1,0.06527,0.93473
YLR299W,9,12/09/11,14,18,0,1.00000,0.00000
YLR404W,9,12/09/11,14,19,0,1.00000,0.00000
YLR297W,9,12/09/11,14,20,0,1.00000,0.00000
YLR402W,9,12/09/11,14,21,0,1.00000,0.00000
YLR296W,9,12/09/11,14,22,0,1.00000,0.00000
YLR401C,9,12/09/11,14,23,0,1.00000,0.00000
YLR085C,9,12/09/11,15,2,0,1.00000,0.00000
YLR199C,9,12/09/11,15,3,0,1.00000,0.00000
YLR084C,9,12/09/11,15,4,0,1.00000,0.00000
YLR194C,9,12/09/11,15,5,0,1.00000,0.00000
YLR083C,9,12/09/11,15,6,0,1.00000,0.00000
YLR193C,9,12/09/11,15,7,0,1.00000,0.00000
YLR082C,9,12/09/11,15,8,0,1.00000,0.00000
YLR192C,9,12/09/11,15,9,1,0.00000,1.00000
YLR081W,9,12/09/11,15,10,0,1.00000,0.00000
YLR191W,9,12/09/11,15,11,0,1.00000,0.00000
YLR080W,9,12/09/11,15,12,0,1.00000,0.00000
YLR190W,9,12/09/11,15,13,0,1.00000,0.00000
YLR079W,9,12/09/11,15,14,1,0.00000,1.00000
YLR189C,9,12/09/11,15,15,0,1.00000,0.00000
YLR077W,9,12/09/11,15,16,0,1.00000,0.00000
YLR188W,9,12/09/11,15,17,0,1.00000,0.00000
YLR073C,9,12/09/11,15,18,0,1.00000,0.00000
YLR187W,9,12/09/11,15,19,0,1.00000,0.00000
YLR072W,9,12/09/11,15,20,0,1.00000,0.00000
YLR185W,9,12/09/11,15,21,0,1.00000,0.00000
YLR070C,9,12/09/11,15,22,0,1.00000,0.00000
YLR184W,9,12/09/11,15,23,0,0.99999,0.00001
YML105C,TS1-37,12/01/11,2,2,0,1.00000,0.00000
YJR076C,TS1-37,12/01/11,2,4,0,1.00000,0.00000
YPR055W,TS1-37,12/01/11,2,6,0,1.00000,0.00000
YGR140W,TS1-37,12/01/11,2,7,0,1.00000,0.00000
YDR150W,TS1-37,12/01/11,2,10,0,1.00000,0.00000
YMR296C,TS1-37,12/01/11,2,11,0,1.00000,0.00000
YIR011C,TS1-37,12/01/11,2,12,0,1.00000,0.00000
YOR361C,TS1-37,12/01/11,2,13,0,1.00000,0.00000
YGL247W,TS1-37,12/01/11,2,15,0,1.00000,0.00000
YLR117C,TS1-37,12/01/11,2,17,0,1.00000,0.00000
YJL034W,TS1-37,12/01/11,2,18,0,1.00000,0.00000
YJL125C,TS1-37,12/01/11,2,19,0,1.00000,0.00000
YER038C,TS1-37,12/01/11,2,20,0,1.00000,0.00000
YPL010W,TS1-37,12/01/11,2,21,0,1.00000,0.00000
YHR069C,TS1-37,12/01/11,2,22,1,0.42296,0.57704
YBR202W,TS1-37,12/01/11,2,23,0,1.00000,0.00000
YNL041C,TS1-37,12/01/11,3,2,0,1.00000,0.00000
YDR044W,TS1-37,12/01/11,3,3,0,1.00000,0.00000
YBR160W,TS1-37,12/01/11,3,4,0,1.00000,0.00000
YMR079W,TS1-37,12/01/11,3,5,0,1.00000,0.00000
YBL097W,TS1-37,12/01/11,3,6,0,1.00000,0.00000
YMR307W,TS1-37,12/01/11,3,7,1,0.00193,0.99807
YGL207W,TS1-37,12/01/11,3,8,0,1.00000,0.00000
YML046W,TS1-37,12/01/11,3,9,0,1.00000,0.00000
YNL232W,TS1-37,12/01/11,3,11,0,1.00000,0.00000
YDL126C,TS1-37,12/01/11,3,12,0,1.00000,0.00000
YLR022C,TS1-37,12/01/11,3,13,0,1.00000,0.00000
YNR026C,TS1-37,12/01/11,3,14,1,0.00000,1.00000
YLL002W,TS1-37,12/01/11,3,15,0,1.00000,0.00000
YNL061W,TS1-37,12/01/11,3,16,0,1.00000,0.00000
YER157W,TS1-37,12/01/11,3,17,0,0.98725,0.01275
YPL047W,TS1-37,12/01/11,3,18,0,1.00000,0.00000
YOL018C,TS1-37,12/01/11,3,20,0,1.00000,0.00000
YOR224C,TS1-37,12/01/11,3,21,0,1.00000,0.00000
YKL035W,TS1-37,12/01/11,3,22,0,1.00000,0.00000
YBR060C,TS1-37,12/01/11,3,23,0,1.00000,0.00000
YNL132W,TS1-37,12/01/11,4,3,0,1.00000,0.00000
YOR020C,TS1-37,12/01/11,4,4,0,1.00000,0.00000
YOR103C,TS1-37,12/01/11,4,5,0,1.00000,0.00000
YML102W,TS1-37,12/01/11,4,6,0,1.00000,0.00000
YML028W,TS1-37,12/01/11,4,9,0,1.00000,0.00000
YGL219C,TS1-37,12/01/11,4,10,0,1.00000,0.00000
YOR294W,TS1-37,12/01/11,4,11,0,1.00000,0.00000
YNL118C,TS1-37,12/01/11,4,12,1,0.00000,1.00000
YJL081C,TS1-37,12/01/11,4,13,1,0.13202,0.86798
YBR193C,TS1-37,12/01/11,4,14,1,0.00000,1.00000
YGR270W,TS1-37,12/01/11,4,16,0,1.00000,0.00000
YDR394W,TS1-37,12/01/11,4,18,0,1.00000,0.00000
YJL097W,TS1-37,12/01/11,4,19,0,1.00000,0.00000
YOL066C,TS1-37,12/01/11,4,20,0,1.00000,0.00000
YLR088W,TS1-37,12/01/11,4,21,1,0.00000,1.00000
YAL034W-A,TS1-37,12/01/11,4,23,0,1.00000,0.00000
YPR176C,TS1-37,12/01/11,5,2,0,1.00000,0.00000
YDR021W,TS1-37,12/01/11,5,3,0,1.00000,0.00000
YIL048W,TS1-37,12/01/11,5,4,0,0.99705,0.00295
YMR190C,TS1-37,12/01/11,5,5,0,1.00000,0.00000
YHR036W,TS1-37,12/01/11,5,6,0,1.00000,0.00000
YDL043C,TS1-37,12/01/11,5,7,0,1.00000,0.00000
YFL039C,TS1-37,12/01/11,5,8,0,1.00000,0.00000
YJL046W,TS1-37,12/01/11,5,9,0,1.00000,0.00000
YEL019C,TS1-37,12/01/11,5,11,0,1.00000,0.00000
YDR293C,TS1-37,12/01/11,5,12,0,1.00000,0.00000
YGR081C,TS1-37,12/01/11,5,13,0,1.00000,0.00000
YDR434W,TS1-37,12/01/11,5,14,0,1.00000,0.00000
YPL169C,TS1-37,12/01/11,5,15,0,1.00000,0.00000
YHR191C,TS1-37,12/01/11,5,16,0,1.00000,0.00000
YDR050C,TS1-37,12/01/11,5,17,0,1.00000,0.00000
YDL126C,TS1-37,12/01/11,5,18,0,1.00000,0.00000
YGL151W,TS1-37,12/01/11,5,19,0,1.00000,0.00000
YBR026C,TS1-37,12/01/11,5,20,0,1.00000,0.00000
YBR102C,TS1-37,12/01/11,5,21,0,1.00000,0.00000
YNL189W,TS1-37,12/01/11,5,22,0,1.00000,0.00000
YLR045C,TS1-37,12/01/11,5,23,0,1.00000,0.00000
YOR336W,TS1-37,12/01/11,6,2,0,1.00000,0.00000
YLR347C,TS1-37,12/01/11,6,3,0,1.00000,0.00000
YOR057W,TS1-37,12/01/11,6,5,0,1.00000,0.00000
YFR052W,TS1-37,12/01/11,6,7,1,0.00000,1.00000
YFR050C,TS1-37,12/01/11,6,8,0,1.00000,0.00000
YDR356W,TS1-37,12/01/11,6,9,0,1.00000,0.00000
YFL005W,TS1-37,12/01/11,6,10,0,1.00000,0.00000
YGL113W,TS1-37,12/01/11,6,11,0,1.00000,0.00000
YGL233W,TS1-37,12/01/11,6,12,0,1.00000,0.00000
YMR304W,TS1-37,12/01/11,6,13,0,1.00000,0.00000
YDR498C,TS1-37,12/01/11,6,14,0,1.00000,0.00000
YGL245W,TS1-37,12/01/11,6,15,0,1.00000,0.00000
YKR086W,TS1-37,12/01/11,6,16,0,1.00000,0.00000
YLR056W,TS1-37,12/01/11,6,18,0,0.83753,0.16247
YDL028C,TS1-37,12/01/11,6,19,0,1.00000,0.00000
YDR341C,TS1-37,12/01/11,6,21,1,0.00002,0.99998
YNL163C,TS1-37,12/01/11,6,22,0,1.00000,0.00000
YPR085C,TS1-37,12/01/11,6,23,1,0.00000,1.00000
YPR016C,TS1-37,12/01/11,7,2,0,1.00000,0.00000
YOR116C,TS1-37,12/01/11,7,3,0,1.00000,0.00000
YCR052W,TS1-37,12/01/11,7,4,0,1.00000,0.00000
YKL213C,TS1-37,12/01/11,7,6,0,1.00000,0.00000
YLR293C,TS1-37,12/01/11,7,7,0,1.00000,0.00000
YDR356W,TS1-37,12/01/11,7,8,0,1.00000,0.00000
YOR122C,TS1-37,12/01/11,7,9,1,0.00000,1.00000
YGR172C,TS1-37,12/01/11,7,10,0,1.00000,0.00000
YDR302W,TS1-37,12/01/11,7,11,0,0.99997,0.00003
YIL104C,TS1-37,12/01/11,7,12,0,1.00000,0.00000
YJR046W,TS1-37,12/01/11,7,13,0,1.00000,0.00000
YHR058C,TS1-37,12/01/11,7,14,0,1.00000,0.00000
YCR002C,TS1-37,12/01/11,7,15,0,1.00000,0.00000
YBL105C,TS1-37,12/01/11,7,16,0,1.00000,0.00000
YDR236C,TS1-37,12/01/11,7,17,1,0.00000,1.00000
YDL087C,TS1-37,12/01/11,7,19,0,1.00000,0.00000
YCL061C,TS1-37,12/01/11,7,20,0,1.00000,0.00000
YOR204W,TS1-37,12/01/11,7,21,0,0.99999,0.00001
YGR172C,TS1-37,12/01/11,7,22,0,1.00000,0.00000
YDL098C,TS1-37,12/01/11,7,23,1,0.00000,1.00000
YDR527W,TS1-37,12/01/11,8,2,0,1.00000,0.00000
YBL105C,TS1-37,12/01/11,8,3,0,0.84447,0.15553
YLR317W,TS1-37,12/01/11,8,4,0,1.00000,0.00000
YLL038C,TS1-37,12/01/11,8,5,0,1.00000,0.00000
YIL083C,TS1-37,12/01/11,8,7,0,1.00000,0.00000
YPL255W,TS1-37,12/01/11,8,8,0,1.00000,0.00000
YMR308C,TS1-37,12/01/11,8,9,0,1.00000,0.00000
YGL047W,TS1-37,12/01/11,8,10,0,1.00000,0.00000
YLR033W,TS1-37,12/01/11,8,11,0,1.00000,0.00000
YDL028C,TS1-37,12/01/11,8,13,0,1.00000,0.00000
YKL112W,TS1-37,12/01/11,8,14,0,1.00000,0.00000
YGR156W,TS1-37,12/01/11,8,15,0,0.99924,0.00076
YPL209C,TS1-37,12/01/11,8,16,0,1.00000,0.00000
YDR182W,TS1-37,12/01/11,8,17,0,1.00000,0.00000
YDL103C,TS1-37,12/01/11,8,18,0,1.00000,0.00000
YFL039C,TS1-37,12/01/11,8,19,0,1.00000,0.00000
YJL115W,TS1-37,12/01/11,8,20,0,0.99999,0.00001
YMR061W,TS1-37,12/01/11,8,21,0,1.00000,0.00000
YLR110C,TS1-37,12/01/11,8,23,0,1.00000,0.00000
YLR163C,TS1-37,12/01/11,9,2,0,1.00000,0.00000
YAL013W,TS1-37,12/01/11,9,3,0,1.00000,0.00000
YJR093C,TS1-37,12/01/11,9,5,0,1.00000,0.00000
YMR239C,TS1-37,12/01/11,9,7,0,1.00000,0.00000
YMR197C,TS1-37,12/01/11,9,9,1,0.00000,1.00000
YJR057W,TS1-37,12/01/11,9,10,0,1.00000,0.00000
YBR109C,TS1-37,12/01/11,9,11,1,0.00001,0.99999
YOR074C,TS1-37,12/01/11,9,12,0,1.00000,0.00000
YJL168C,TS1-37,12/01/11,9,13,0,1.00000,0.00000
YCL010C,TS1-37,12/01/11,9,14,0,1.00000,0.00000
YDL132W,TS1-37,12/01/11,9,15,0,0.93959,0.06041
YJL203W,TS1-37,12/01/11,9,17,0,1.00000,0.00000
YIL068C,TS1-37,12/01/11,9,18,0,1.00000,0.00000
YDR060W,TS1-37,12/01/11,9,19,0,1.00000,0.00000
YDR145W,TS1-37,12/01/11,9,20,1,0.00009,0.99991
YOR184W,TS1-37,12/01/11,9,21,1,0.00000,1.00000
YBR080C,TS1-37,12/01/11,9,22,1,0.00000,1.00000
YJR076C,TS1-37,12/01/11,9,23,0,1.00000,0.00000
YLR026C,TS1-37,12/01/11,10,2,1,0.00000,1.00000
YGL043W,TS1-37,12/01/11,10,4,0,1.00000,0.00000
YLR276C,TS1-37,12/01/11,10,5,0,1.00000,0.00000
YLR208W,TS1-37,12/01/11,10,6,1,0.00000,1.00000
YKL173W,TS1-37,12/01/11,10,8,0,1.00000,0.00000
YGR091W,TS1-37,12/01/11,10,9,0,1.00000,0.00000
YDL208W,TS1-37,12/01/11,10,10,0,1.00000,0.00000
YPL235W,TS1-37,12/01/11,10,11,0,0.99996,0.00004
YLR342W,TS1-37,12/01/11,10,12,0,1.00000,0.00000
YPR179C,TS1-37,12/01/11,10,13,1,0.00000,1.00000
YGR103W,TS1-37,12/01/11,10,14,0,1.00000,0.00000
YKR022C,TS1-37,12/01/11,10,15,0,1.00000,0.00000
YDR512C,TS1-37,12/01/11,10,16,0,1.00000,0.00000
YLR340W,TS1-37,12/01/11,10,17,0,1.00000,0.00000
YPL228W,TS1-37,12/01/11,10,18,0,1.00000,0.00000
YPL174C,TS1-37,12/01/11,10,19,0,1.00000,0.00000
YHR101C,TS1-37,12/01/11,10,20,0,1.00000,0.00000
YJL104W,TS1-37,12/01/11,10,21,1,0.00000,1.00000
YDR162C,TS1-37,12/01/11,10,22,1,0.11508,0.88492
YKL019W,TS1-37,12/01/11,10,23,0,1.00000,0.00000
YPR086W,TS1-37,12/01/11,11,2,0,1.00000,0.00000
YCL052C,TS1-37,12/01/11,11,3,0,1.00000,0.00000
YDL028C,TS1-37,12/01/11,11,4,0,1.00000,0.00000
YOR151C,TS1-37,12/01/11,11,5,1,0.01423,0.98577
YKL024C,TS1-37,12/01/11,11,6,0,1.00000,0.00000
YGR140W,TS1-37,12/01/11,11,7,0,0.99948,0.00052
YFL034C-B,TS1-37,12/01/11,11,9,0,1.00000,0.00000
YOR085W,TS1-37,12/01/11,11,10,0,1.00000,0.00000
YPR070W,TS1-37,12/01/11,11,12,0,0.99998,0.00002
YJR006W,TS1-37,12/01/11,11,13,0,1.00000,0.00000
YNL138W,TS1-37,12/01/11,11,15,1,0.00000,1.00000
YFL039C,TS1-37,12/01/11,11,16,0,0.78724,0.21276
YLR367W,TS1-37,12/01/11,11,17,0,1.00000,0.00000
YLR397C,TS1-37,12/01/11,11,21,0,1.00000,0.00000
YGL116W,TS1-37,12/01/11,11,22,0,1.00000,0.00000
YCL061C,TS1-37,12/01/11,12,2,0,1.00000,0.00000
YGL045W,TS1-37,12/01/11,12,3,0,1.00000,0.00000
YBR079C,TS1-37,12/01/11,12,4,0,1.00000,0.00000
YOL038W,TS1-37,12/01/11,12,6,0,1.00000,0.00000
YBL034C,TS1-37,12/01/11,12,7,0,1.00000,0.00000
YDR238C,TS1-37,12/01/11,12,8,0,1.00000,0.00000
YLR186W,TS1-37,12/01/11,12,9,1,0.00000,1.00000
YML041C,TS1-37,12/01/11,12,10,0,1.00000,0.00000
YDR002W,TS1-37,12/01/11,12,11,0,1.00000,0.00000
YCL059C,TS1-37,12/01/11,12,14,0,1.00000,0.00000
YER018C,TS1-37,12/01/11,12,16,0,1.00000,0.00000
YIL118W,TS1-37,12/01/11,12,17,0,1.00000,0.00000
YKL021C,TS1-37,12/01/11,12,19,0,1.00000,0.00000
YDR361C,TS1-37,12/01/11,12,20,0,1.00000,0.00000
YKL203C,TS1-37,12/01/11,12,21,0,1.00000,0.00000
YFL039C,TS1-37,12/01/11,12,22,0,1.00000,0.00000
YOR174W,TS1-37,12/01/11,13,3,1,0.00000,1.00000
YLR378C,TS1-37,12/01/11,13,4,0,1.00000,0.00000
YPL209C,TS1-37,12/01/11,13,5,0,1.00000,0.00000
YKL144C,TS1-37,12/01/11,13,6,0,1.00000,0.00000
YBR079C,TS1-37,12/01/11,13,7,0,1.00000,0.00000
YKL032C,TS1-37,12/01/11,13,8,0,1.00000,0.00000
YDL090C,TS1-37,12/01/11,13,9,0,1.00000,0.00000
YDL102W,TS1-37,12/01/11,13,10,0,1.00000,0.00000
YGR135W,TS1-37,12/01/11,13,11,0,1.00000,0.00000
YOL001W,TS1-37,12/01/11,13,12,0,0.99685,0.00315
