ORF,plate,date,row,col,class,proba
YPL183W-A,13,12/11/11,6,23,0,1.00000,0.00000
YOR252W,13,12/11/11,7,2,1,0.00000,1.00000
YOR247W,13,12/11/11,7,6,0,1.00000,0.00000
YOR358W,13,12/11/11,7,7,0,1.00000,0.00000
YOR357C,13,12/11/11,7,9,0,1.00000,0.00000
YOR245C,13,12/11/11,7,10,0,1.00000,0.00000
YOR356W,13,12/11/11,7,11,0,1.00000,0.00000
YOR355W,13,12/11/11,7,13,0,0.99999,0.00001
YOR352W,13,12/11/11,7,17,0,1.00000,0.00000
YOR350C,13,12/11/11,7,21,0,1.00000,0.00000
YOR235W,13,12/11/11,7,22,1,0.00000,1.00000
YOR349W,13,12/11/11,7,23,0,1.00000,0.00000
YPL108W,13,12/11/11,8,2,0,1.00000,0.00000
YPL208W,13,12/11/11,8,3,0,1.00000,0.00000
YPL107W,13,12/11/11,8,4,0,1.00000,0.00000
YPL207W,13,12/11/11,8,5,0,1.00000,0.00000
YPL106C,13,12/11/11,8,6,0,1.00000,0.00000
YPL206C,13,12/11/11,8,7,0,1.00000,0.00000
YPL105C,13,12/11/11,8,8,0,1.00000,0.00000
YPL205C,13,12/11/11,8,9,0,1.00000,0.00000
YPL203W,13,12/11/11,8,11,0,1.00000,0.00000
YPL102C,13,12/11/11,8,12,0,1.00000,0.00000
YPL202C,13,12/11/11,8,13,0,1.00000,0.00000
YPL101W,13,12/11/11,8,14,0,1.00000,0.00000
YPL201C,13,12/11/11,8,15,0,1.00000,0.00000
YPL100W,13,12/11/11,8,16,0,1.00000,0.00000
YPL099C,13,12/11/11,8,18,0,1.00000,0.00000
YPL199C,13,12/11/11,8,19,0,1.00000,0.00000
YPL198W,13,12/11/11,8,21,0,1.00000,0.00000
YPL197C,13,12/11/11,8,23,0,1.00000,0.00000
YOR378W,13,12/11/11,9,3,0,1.00000,0.00000
YOR377W,13,12/11/11,9,5,0,1.00000,0.00000
YOR376W,13,12/11/11,9,7,0,1.00000,0.00000
YOR375C,13,12/11/11,9,9,0,1.00000,0.00000
YOR374W,13,12/11/11,9,11,0,1.00000,0.00000
YOR371C,13,12/11/11,9,13,0,1.00000,0.00000
YOR367W,13,12/11/11,9,17,0,1.00000,0.00000
YOR364W,13,12/11/11,9,21,0,1.00000,0.00000
YPL121C,13,12/11/11,10,2,0,1.00000,0.00000
YPL225W,13,12/11/11,10,3,0,1.00000,0.00000
YPL120W,13,12/11/11,10,4,0,0.97117,0.02883
YPL224C,13,12/11/11,10,5,0,1.00000,0.00000
YPL119C,13,12/11/11,10,6,0,1.00000,0.00000
YPL223C,13,12/11/11,10,7,0,1.00000,0.00000
YPL116W,13,12/11/11,10,8,0,1.00000,0.00000
YPL222W,13,12/11/11,10,9,0,1.00000,0.00000
YPL115C,13,12/11/11,10,10,0,1.00000,0.00000
YPL221W,13,12/11/11,10,11,0,1.00000,0.00000
YPL114W,13,12/11/11,10,12,0,1.00000,0.00000
YPL220W,13,12/11/11,10,13,0,1.00000,0.00000
YPL113C,13,12/11/11,10,14,0,1.00000,0.00000
YPL112C,13,12/11/11,10,16,0,1.00000,0.00000
YPL216W,13,12/11/11,10,17,0,1.00000,0.00000
YPL214C,13,12/11/11,10,19,0,1.00000,0.00000
YPL110C,13,12/11/11,10,20,0,1.00000,0.00000
YPL213W,13,12/11/11,10,21,1,0.00000,1.00000
YPL109C,13,12/11/11,10,22,0,1.00000,0.00000
YPL008W,13,12/11/11,11,3,0,1.00000,0.00000
YPL004C,13,12/11/11,11,5,0,1.00000,0.00000
YPL001W,13,12/11/11,11,9,0,1.00000,0.00000
YOR280C,13,12/11/11,11,10,0,1.00000,0.00000
YOR385W,13,12/11/11,11,13,0,1.00000,0.00000
YOR384W,13,12/11/11,11,15,0,1.00000,0.00000
YOR383C,13,12/11/11,11,17,0,1.00000,0.00000
YOR382W,13,12/11/11,11,19,0,1.00000,0.00000
YOR381W,13,12/11/11,11,21,0,1.00000,0.00000
YOR273C,13,12/11/11,11,22,0,1.00000,0.00000
YOR380W,13,12/11/11,11,23,0,1.00000,0.00000
YPL139C,13,12/11/11,12,2,0,1.00000,0.00000
YPL245W,13,12/11/11,12,3,0,1.00000,0.00000
YPL244C,13,12/11/11,12,5,0,1.00000,0.00000
YPL137C,13,12/11/11,12,6,0,1.00000,0.00000
YPL241C,13,12/11/11,12,7,0,1.00000,0.00000
YPL136W,13,12/11/11,12,8,0,1.00000,0.00000
YPL240C,13,12/11/11,12,9,0,1.00000,0.00000
YPL135W,13,12/11/11,12,10,0,1.00000,0.00000
YPL236C,13,12/11/11,12,13,0,1.00000,0.00000
YPL133C,13,12/11/11,12,14,0,1.00000,0.00000
YPL232W,13,12/11/11,12,15,0,1.00000,0.00000
YPL230W,13,12/11/11,12,17,0,1.00000,0.00000
YPL127C,13,12/11/11,12,18,0,1.00000,0.00000
YPL229W,13,12/11/11,12,19,0,1.00000,0.00000
YPL125W,13,12/11/11,12,20,0,1.00000,0.00000
YPL227C,13,12/11/11,12,21,0,1.00000,0.00000
YPL123C,13,12/11/11,12,22,0,1.00000,0.00000
YPL226W,13,12/11/11,12,23,0,1.00000,0.00000
YPL026C,13,12/11/11,13,3,0,1.00000,0.00000
YOR299W,13,12/11/11,13,4,1,0.13574,0.86426
YPL025C,13,12/11/11,13,5,0,0.96730,0.03270
YOR298W,13,12/11/11,13,6,0,1.00000,0.00000
YPL024W,13,12/11/11,13,7,0,1.00000,0.00000
YOR298C-A,13,12/11/11,13,8,0,1.00000,0.00000
YOR292C,13,12/11/11,13,16,1,0.00000,1.00000
YOR291W,13,12/11/11,13,18,0,1.00000,0.00000
YPL009C,13,12/11/11,13,23,0,1.00000,0.00000
YPL156C,13,12/11/11,14,2,0,1.00000,0.00000
YPL260W,13,12/11/11,14,3,0,0.99931,0.00069
YPL155C,13,12/11/11,14,4,0,1.00000,0.00000
YPL259C,13,12/11/11,14,5,0,1.00000,0.00000
YPL154C,13,12/11/11,14,6,0,1.00000,0.00000
YPL258C,13,12/11/11,14,7,0,1.00000,0.00000
YPL152W,13,12/11/11,14,8,0,1.00000,0.00000
YPL257W,13,12/11/11,14,9,0,1.00000,0.00000
YPL150W,13,12/11/11,14,10,0,1.00000,0.00000
YPL256C,13,12/11/11,14,11,0,1.00000,0.00000
YPL253C,13,12/11/11,14,13,0,1.00000,0.00000
YPL250C,13,12/11/11,14,15,0,1.00000,0.00000
YPL145C,13,12/11/11,14,16,0,1.00000,0.00000
YPL249C,13,12/11/11,14,17,0,1.00000,0.00000
YPL144W,13,12/11/11,14,18,0,1.00000,0.00000
YPL248C,13,12/11/11,14,19,0,1.00000,0.00000
YPL141C,13,12/11/11,14,20,0,1.00000,0.00000
YPL247C,13,12/11/11,14,21,0,1.00000,0.00000
YPL140C,13,12/11/11,14,22,0,1.00000,0.00000
YPL246C,13,12/11/11,14,23,0,1.00000,0.00000
YPL046C,13,12/11/11,15,3,0,1.00000,0.00000
YPL041C,13,12/11/11,15,5,0,1.00000,0.00000
YOR309C,13,12/11/11,15,6,0,1.00000,0.00000
YPL039W,13,12/11/11,15,7,0,1.00000,0.00000
YOR308C,13,12/11/11,15,8,0,1.00000,0.00000
YPL038W,13,12/11/11,15,9,0,1.00000,0.00000
YOR307C,13,12/11/11,15,10,0,1.00000,0.00000
YPL033C,13,12/11/11,15,17,0,1.00000,0.00000
YPL030W,13,12/11/11,15,21,0,1.00000,0.00000
YPL027W,13,12/11/11,15,23,0,1.00000,0.00000
YFL013C,14,12/11/11,2,3,0,1.00000,0.00000
YGL042C,14,12/11/11,2,4,0,1.00000,0.00000
YFL012W,14,12/11/11,2,5,0,1.00000,0.00000
YBR078W,14,12/11/11,2,6,0,0.99966,0.00034
YFL010W-A,14,12/11/11,2,7,0,1.00000,0.00000
YJL177W,14,12/11/11,2,8,0,1.00000,0.00000
YGR122W,14,12/11/11,2,10,0,1.00000,0.00000
YFL007W,14,12/11/11,2,11,0,1.00000,0.00000
YGR068C,14,12/11/11,2,12,1,0.00000,1.00000
YFL004W,14,12/11/11,2,13,0,1.00000,0.00000
YGR067C,14,12/11/11,2,14,0,1.00000,0.00000
YFL003C,14,12/11/11,2,15,0,1.00000,0.00000
YFL001W,14,12/11/11,2,17,1,0.00000,1.00000
YGR055W,14,12/11/11,2,18,0,1.00000,0.00000
YGR254W,14,12/11/11,2,21,0,1.00000,0.00000
YGL063W,14,12/11/11,2,22,0,1.00000,0.00000
YGR122C-A,14,12/11/11,2,23,0,1.00000,0.00000
YPL274W,14,12/11/11,3,2,0,1.00000,0.00000
YPR120C,14,12/11/11,3,3,0,1.00000,0.00000
YPL273W,14,12/11/11,3,4,0,1.00000,0.00000
YPR119W,14,12/11/11,3,5,0,0.99923,0.00077
YPL272C,14,12/11/11,3,6,0,0.64207,0.35793
YPR117W,14,12/11/11,3,7,0,1.00000,0.00000
YPL269W,14,12/11/11,3,10,0,1.00000,0.00000
YPR114W,14,12/11/11,3,11,0,1.00000,0.00000
YPL267W,14,12/11/11,3,12,1,0.00000,1.00000
YPR111W,14,12/11/11,3,13,0,1.00000,0.00000
YPL265W,14,12/11/11,3,14,0,1.00000,0.00000
YPR109W,14,12/11/11,3,15,0,1.00000,0.00000
YPL264C,14,12/11/11,3,16,0,1.00000,0.00000
YPR106W,14,12/11/11,3,17,0,1.00000,0.00000
YPL263C,14,12/11/11,3,18,0,1.00000,0.00000
YPL262W,14,12/11/11,3,20,0,1.00000,0.00000
YPR097W,14,12/11/11,3,21,0,1.00000,0.00000
YPR096C,14,12/11/11,3,23,0,1.00000,0.00000
YOR155C,14,12/11/11,4,2,0,1.00000,0.00000
YGL096W,14,12/11/11,4,3,0,1.00000,0.00000
YOR054C,14,12/11/11,4,4,0,1.00000,0.00000
YGL094C,14,12/11/11,4,5,0,1.00000,0.00000
YNL180C,14,12/11/11,4,6,0,1.00000,0.00000
YGL037C,14,12/11/11,4,7,0,1.00000,0.00000
YNL042W,14,12/11/11,4,8,0,1.00000,0.00000
YKL087C,14,12/11/11,4,10,0,1.00000,0.00000
YGR292W,14,12/11/11,4,11,0,1.00000,0.00000
YGR291C,14,12/11/11,4,13,0,1.00000,0.00000
YAL048C,14,12/11/11,4,14,0,1.00000,0.00000
YGR289C,14,12/11/11,4,15,0,1.00000,0.00000
YGR276C,14,12/11/11,4,17,0,1.00000,0.00000
YOR220W,14,12/11/11,4,18,0,1.00000,0.00000
YGR273C,14,12/11/11,4,19,0,1.00000,0.00000
YOR180C,14,12/11/11,4,20,0,0.99999,0.00001
YGR272C,14,12/11/11,4,21,0,1.00000,0.00000
YOR179C,14,12/11/11,4,22,0,1.00000,0.00000
YPR134W,14,12/11/11,5,3,0,1.00000,0.00000
YPR132W,14,12/11/11,5,5,0,1.00000,0.00000
YPR009W,14,12/11/11,5,6,0,1.00000,0.00000
YPR130C,14,12/11/11,5,7,0,1.00000,0.00000
YPR129W,14,12/11/11,5,9,0,1.00000,0.00000
YPR007C,14,12/11/11,5,10,0,1.00000,0.00000
YPR128C,14,12/11/11,5,11,0,1.00000,0.00000
YPR006C,14,12/11/11,5,12,0,1.00000,0.00000
YPR127W,14,12/11/11,5,13,0,1.00000,0.00000
YPR126C,14,12/11/11,5,15,0,1.00000,0.00000
YPR004C,14,12/11/11,5,16,0,1.00000,0.00000
YPR125W,14,12/11/11,5,17,0,1.00000,0.00000
YPR123C,14,12/11/11,5,19,0,1.00000,0.00000
YPR002W,14,12/11/11,5,20,0,0.99998,0.00002
YPR122W,14,12/11/11,5,21,0,1.00000,0.00000
YPR001W,14,12/11/11,5,22,0,1.00000,0.00000
YPR121W,14,12/11/11,5,23,0,1.00000,0.00000
YOR158W,14,12/11/11,6,2,0,1.00000,0.00000
YIR004W,14,12/11/11,6,3,0,1.00000,0.00000
YDR033W,14,12/11/11,6,4,0,1.00000,0.00000
YIL158W,14,12/11/11,6,5,0,1.00000,0.00000
YDR032C,14,12/11/11,6,6,0,1.00000,0.00000
YIL151C,14,12/11/11,6,7,0,1.00000,0.00000
YIL136W,14,12/11/11,6,9,0,1.00000,0.00000
YDR030C,14,12/11/11,6,10,0,1.00000,0.00000
YIL131C,14,12/11/11,6,11,0,1.00000,0.00000
YDR029W,14,12/11/11,6,12,0,1.00000,0.00000
YIL122W,14,12/11/11,6,13,0,1.00000,0.00000
YDR026C,14,12/11/11,6,14,0,1.00000,0.00000
YIL111W,14,12/11/11,6,15,0,1.00000,0.00000
YAL046C,14,12/11/11,6,16,0,1.00000,0.00000
YIL102C,14,12/11/11,6,17,0,1.00000,0.00000
YLR227C,14,12/11/11,6,18,0,1.00000,0.00000
YKR104W,14,12/11/11,6,20,0,1.00000,0.00000
YIL085C,14,12/11/11,6,21,0,1.00000,0.00000
YDR046C,14,12/11/11,6,22,0,1.00000,0.00000
YMR074C,14,12/11/11,6,23,0,1.00000,0.00000
YPR028W,14,12/11/11,7,2,0,1.00000,0.00000
YPR152C,14,12/11/11,7,3,0,1.00000,0.00000
YPR027C,14,12/11/11,7,4,0,1.00000,0.00000
YPR150W,14,12/11/11,7,5,0,1.00000,0.00000
YPR026W,14,12/11/11,7,6,0,1.00000,0.00000
YPR149W,14,12/11/11,7,7,0,1.00000,0.00000
YPR148C,14,12/11/11,7,9,0,1.00000,0.00000
YPR023C,14,12/11/11,7,10,0,1.00000,0.00000
YPR147C,14,12/11/11,7,11,0,1.00000,0.00000
YPR022C,14,12/11/11,7,12,0,1.00000,0.00000
YPR146C,14,12/11/11,7,13,0,1.00000,0.00000
YPR020W,14,12/11/11,7,14,0,1.00000,0.00000
YPR145W,14,12/11/11,7,15,0,1.00000,0.00000
YPR018W,14,12/11/11,7,16,0,0.99958,0.00042
YPR141C,14,12/11/11,7,17,1,0.01201,0.98799
YPR140W,14,12/11/11,7,19,0,1.00000,0.00000
YPR015C,14,12/11/11,7,20,0,1.00000,0.00000
YPR138C,14,12/11/11,7,21,0,1.00000,0.00000
YPR014C,14,12/11/11,7,22,0,1.00000,0.00000
YPR135W,14,12/11/11,7,23,1,0.00000,1.00000
YDR043C,14,12/11/11,8,2,0,1.00000,0.00000
YLR455W,14,12/11/11,8,3,0,1.00000,0.00000
YDR042C,14,12/11/11,8,4,0,0.99752,0.00248
YJR066W,14,12/11/11,8,5,0,1.00000,0.00000
YDR036C,14,12/11/11,8,6,0,1.00000,0.00000
YJR044C,14,12/11/11,8,7,0,1.00000,0.00000
YDR035W,14,12/11/11,8,8,0,1.00000,0.00000
YJR039W,14,12/11/11,8,9,0,1.00000,0.00000
YJL103C,14,12/11/11,8,11,0,1.00000,0.00000
YPR039W,14,12/11/11,8,12,0,1.00000,0.00000
YJL029C,14,12/11/11,8,13,1,0.00000,1.00000
YPL072W,14,12/11/11,8,14,0,1.00000,0.00000
YNL086W,14,12/11/11,8,15,0,1.00000,0.00000
YPL035C,14,12/11/11,8,16,0,0.99856,0.00144
YPL015C,14,12/11/11,8,18,0,1.00000,0.00000
YNL047C,14,12/11/11,8,19,0,1.00000,0.00000
YNL014W,14,12/11/11,8,21,0,1.00000,0.00000
YMR194C-A,14,12/11/11,8,22,0,1.00000,0.00000
YNL011C,14,12/11/11,8,23,0,1.00000,0.00000
YPR045C,14,12/11/11,9,2,0,1.00000,0.00000
YPR171W,14,12/11/11,9,3,0,1.00000,0.00000
YPR043W,14,12/11/11,9,6,0,0.99246,0.00754
YPR167C,14,12/11/11,9,7,0,1.00000,0.00000
YPR042C,14,12/11/11,9,8,1,0.37458,0.62542
YPR164W,14,12/11/11,9,9,0,0.98437,0.01563
YPR040W,14,12/11/11,9,10,0,1.00000,0.00000
YPR160W,14,12/11/11,9,11,0,1.00000,0.00000
YPR038W,14,12/11/11,9,12,0,1.00000,0.00000
YPR158W,14,12/11/11,9,13,0,1.00000,0.00000
YPR037C,14,12/11/11,9,14,0,0.99999,0.00001
YPR157W,14,12/11/11,9,15,0,1.00000,0.00000
YPR032W,14,12/11/11,9,16,0,0.99927,0.00073
YPR156C,14,12/11/11,9,17,0,1.00000,0.00000
YPR031W,14,12/11/11,9,18,0,1.00000,0.00000
YPR155C,14,12/11/11,9,19,0,1.00000,0.00000
YPR030W,14,12/11/11,9,20,0,1.00000,0.00000
YPR154W,14,12/11/11,9,21,0,1.00000,0.00000
YPR029C,14,12/11/11,9,22,0,1.00000,0.00000
YPR153W,14,12/11/11,9,23,0,1.00000,0.00000
YMR165C,14,12/11/11,10,3,1,0.00000,1.00000
YML112W,14,12/11/11,10,4,0,1.00000,0.00000
YMR119W,14,12/11/11,10,5,0,1.00000,0.00000
YML111W,14,12/11/11,10,6,0,1.00000,0.00000
YMR118C,14,12/11/11,10,7,0,1.00000,0.00000
YLR238W,14,12/11/11,10,8,0,1.00000,0.00000
YOR125C,14,12/11/11,10,9,0,1.00000,0.00000
YBR095C,14,12/11/11,10,10,0,1.00000,0.00000
YOL153C,14,12/11/11,10,11,0,1.00000,0.00000
YBR086C,14,12/11/11,10,12,0,1.00000,0.00000
YOL073C,14,12/11/11,10,13,0,1.00000,0.00000
YBR085W,14,12/11/11,10,14,0,1.00000,0.00000
YNR044W,14,12/11/11,10,15,0,1.00000,0.00000
YBR082C,14,12/11/11,10,16,0,1.00000,0.00000
YNR033W,14,12/11/11,10,17,0,1.00000,0.00000
YBR075W,14,12/11/11,10,18,0,1.00000,0.00000
YNL284C,14,12/11/11,10,19,0,1.00000,0.00000
YNL147W,14,12/11/11,10,21,1,0.00000,1.00000
YBR020W,14,12/11/11,10,22,0,1.00000,0.00000
YNL111C,14,12/11/11,10,23,0,1.00000,0.00000
YPR193C,14,12/11/11,11,3,0,1.00000,0.00000
YPR060C,14,12/11/11,11,4,1,0.00000,1.00000
YPR192W,14,12/11/11,11,5,0,0.98969,0.01031
YPR059C,14,12/11/11,11,6,0,1.00000,0.00000
YPR191W,14,12/11/11,11,7,0,1.00000,0.00000
YPR189W,14,12/11/11,11,9,0,1.00000,0.00000
YPR188C,14,12/11/11,11,11,0,1.00000,0.00000
YPR054W,14,12/11/11,11,12,0,1.00000,0.00000
YPR185W,14,12/11/11,11,13,0,0.99999,0.00001
YPR053C,14,12/11/11,11,14,0,1.00000,0.00000
YPR184W,14,12/11/11,11,15,0,1.00000,0.00000
YPR052C,14,12/11/11,11,16,0,1.00000,0.00000
YPR179C,14,12/11/11,11,17,0,1.00000,0.00000
YPR174C,14,12/11/11,11,19,0,1.00000,0.00000
YPR050C,14,12/11/11,11,20,0,1.00000,0.00000
YPR173C,14,12/11/11,11,21,0,0.99999,0.00001
YPR046W,14,12/11/11,11,22,0,1.00000,0.00000
YBL103C,14,12/11/11,12,2,0,1.00000,0.00000
YNL109W,14,12/11/11,12,3,0,1.00000,0.00000
YAL024C,14,12/11/11,12,4,0,1.00000,0.00000
YNL096C,14,12/11/11,12,5,0,1.00000,0.00000
YDR271C,14,12/11/11,12,6,0,1.00000,0.00000
YOR379C,14,12/11/11,12,7,0,1.00000,0.00000
YDR269C,14,12/11/11,12,8,0,1.00000,0.00000
YOR366W,14,12/11/11,12,9,0,1.00000,0.00000
YDR242W,14,12/11/11,12,10,1,0.00000,1.00000
YOR345C,14,12/11/11,12,11,0,1.00000,0.00000
YDL074C,14,12/11/11,12,12,1,0.10717,0.89283
YOR333C,14,12/11/11,12,13,0,1.00000,0.00000
YCR107W,14,12/11/11,12,14,0,1.00000,0.00000
YOR325W,14,12/11/11,12,15,0,1.00000,0.00000
YBR299W,14,12/11/11,12,16,0,1.00000,0.00000
YBR165W,14,12/11/11,12,18,0,1.00000,0.00000
YOR306C,14,12/11/11,12,19,0,1.00000,0.00000
YBR118W,14,12/11/11,12,20,0,1.00000,0.00000
YOR300W,14,12/11/11,12,21,0,1.00000,0.00000
YPR074C,14,12/11/11,13,2,0,0.93922,0.06078
YJL082W,14,12/11/11,13,3,1,0.00000,1.00000
YPR073C,14,12/11/11,13,4,0,1.00000,0.00000
YHR008C,14,12/11/11,13,7,0,0.87438,0.12562
YPR201W,14,12/11/11,13,9,1,0.00823,0.99177
YPR200C,14,12/11/11,13,11,0,1.00000,0.00000
YPR068C,14,12/11/11,13,12,0,0.99961,0.00039
YPR199C,14,12/11/11,13,13,0,1.00000,0.00000
YPR198W,14,12/11/11,13,15,0,1.00000,0.00000
YPR065W,14,12/11/11,13,16,0,1.00000,0.00000
YPR197C,14,12/11/11,13,17,0,1.00000,0.00000
YPR064W,14,12/11/11,13,18,0,1.00000,0.00000
YPR196W,14,12/11/11,13,19,1,0.00001,0.99999
YPR063C,14,12/11/11,13,20,0,0.97839,0.02161
YPR195C,14,12/11/11,13,21,0,1.00000,0.00000
YPR062W,14,12/11/11,13,22,0,1.00000,0.00000
YPR194C,14,12/11/11,13,23,0,1.00000,0.00000
YER089C,14,12/11/11,14,2,0,1.00000,0.00000
YPR151C,14,12/11/11,14,3,0,1.00000,0.00000
YDR515W,14,12/11/11,14,4,0,1.00000,0.00000
YPR118W,14,12/11/11,14,5,0,1.00000,0.00000
YDR502C,14,12/11/11,14,6,0,1.00000,0.00000
YPR091C,14,12/11/11,14,7,0,1.00000,0.00000
YDR493W,14,12/11/11,14,8,0,1.00000,0.00000
YPR083W,14,12/11/11,14,9,0,1.00000,0.00000
YDR483W,14,12/11/11,14,10,0,1.00000,0.00000
YPR021C,14,12/11/11,14,11,0,1.00000,0.00000
YDR477W,14,12/11/11,14,12,0,1.00000,0.00000
YPR011C,14,12/11/11,14,13,0,1.00000,0.00000
YDR444W,14,12/11/11,14,14,0,1.00000,0.00000
YPL158C,14,12/11/11,14,15,0,0.99824,0.00176
YDR326C,14,12/11/11,14,16,0,1.00000,0.00000
YML050W,14,12/11/11,14,17,0,1.00000,0.00000
YDR290W,14,12/11/11,14,18,0,1.00000,0.00000
YLR308W,14,12/11/11,14,19,0,1.00000,0.00000
YFL063W,14,12/11/11,14,20,0,1.00000,0.00000
YOL086C,14,12/11/11,14,21,0,1.00000,0.00000
YFL033C,14,12/11/11,14,22,0,1.00000,0.00000
YDR461W,14,12/11/11,14,23,0,1.00000,0.00000
YPR095C,14,12/11/11,15,2,0,1.00000,0.00000
YPR093C,14,12/11/11,15,4,0,1.00000,0.00000
YPR092W,14,12/11/11,15,6,0,1.00000,0.00000
YPR090W,14,12/11/11,15,8,0,1.00000,0.00000
YNR041C,14,12/11/11,15,9,0,1.00000,0.00000
YPR089W,14,12/11/11,15,10,0,1.00000,0.00000
YJR034W,14,12/11/11,15,11,0,1.00000,0.00000
YPR084W,14,12/11/11,15,12,0,1.00000,0.00000
YPR079W,14,12/11/11,15,14,0,1.00000,0.00000
YJL119C,14,12/11/11,15,15,0,1.00000,0.00000
YPR078C,14,12/11/11,15,16,0,1.00000,0.00000
YJL117W,14,12/11/11,15,17,0,1.00000,0.00000
YPR076W,14,12/11/11,15,20,0,1.00000,0.00000
YJL106W,14,12/11/11,15,21,0,1.00000,0.00000
YPR075C,14,12/11/11,15,22,0,1.00000,0.00000
YJL092W,14,12/11/11,15,23,0,1.00000,0.00000
YBR030W,1,11/29/11,2,2,0,1.00000,0.00000
YBR138C,1,11/29/11,2,3,0,1.00000,0.00000
YBR028C,1,11/29/11,2,4,0,1.00000,0.00000
YBR137W,1,11/29/11,2,5,0,1.00000,0.00000
YBR027C,1,11/29/11,2,6,0,1.00000,0.00000
YBR134W,1,11/29/11,2,7,0,1.00000,0.00000
YBR026C,1,11/29/11,2,8,1,0.00000,1.00000
YBR132C,1,11/29/11,2,9,0,1.00000,0.00000
YBR025C,1,11/29/11,2,10,1,0.00420,0.99580
YBR131W,1,11/29/11,2,11,0,1.00000,0.00000
YBR130C,1,11/29/11,2,13,1,0.00000,1.00000
YBR129C,1,11/29/11,2,15,0,1.00000,0.00000
YBR022W,1,11/29/11,2,16,0,0.99999,0.00001
YBR128C,1,11/29/11,2,17,0,1.00000,0.00000
YBR020W,1,11/29/11,2,18,1,0.00000,1.00000
YBR126C,1,11/29/11,2,19,1,0.00000,1.00000
YBR019C,1,11/29/11,2,20,0,1.00000,0.00000
YBR125C,1,11/29/11,2,21,0,1.00000,0.00000
YBR018C,1,11/29/11,2,22,0,1.00000,0.00000
YBR122C,1,11/29/11,2,23,0,0.99995,0.00005
YAL017W,1,11/29/11,3,2,0,1.00000,0.00000
YBL032W,1,11/29/11,3,3,0,1.00000,0.00000
YAL015C,1,11/29/11,3,4,0,1.00000,0.00000
YBL031W,1,11/29/11,3,5,0,1.00000,0.00000
YAL014C,1,11/29/11,3,6,0,1.00000,0.00000
YBL029W,1,11/29/11,3,7,0,1.00000,0.00000
YAL013W,1,11/29/11,3,8,0,0.99426,0.00574
YBL028C,1,11/29/11,3,9,0,1.00000,0.00000
YAL011W,1,11/29/11,3,10,0,1.00000,0.00000
YBL027W,1,11/29/11,3,11,0,1.00000,0.00000
YAL010C,1,11/29/11,3,12,0,1.00000,0.00000
YBL025W,1,11/29/11,3,13,0,1.00000,0.00000
YAL008W,1,11/29/11,3,14,0,1.00000,0.00000
YBL024W,1,11/29/11,3,15,0,1.00000,0.00000
YAL007C,1,11/29/11,3,16,0,1.00000,0.00000
YBL021C,1,11/29/11,3,17,0,1.00000,0.00000
YAL005C,1,11/29/11,3,18,0,1.00000,0.00000
YBL019W,1,11/29/11,3,19,0,1.00000,0.00000
YAL004W,1,11/29/11,3,20,0,1.00000,0.00000
YBL017C,1,11/29/11,3,21,0,1.00000,0.00000
YAL002W,1,11/29/11,3,22,0,0.99910,0.00090
YBR045C,1,11/29/11,4,2,0,1.00000,0.00000
YBR156C,1,11/29/11,4,3,0,1.00000,0.00000
YBR044C,1,11/29/11,4,4,0,1.00000,0.00000
YBR151W,1,11/29/11,4,5,0,0.99774,0.00226
YBR043C,1,11/29/11,4,6,0,1.00000,0.00000
YBR150C,1,11/29/11,4,7,0,1.00000,0.00000
YBR042C,1,11/29/11,4,8,0,1.00000,0.00000
YBR149W,1,11/29/11,4,9,0,1.00000,0.00000
YBR041W,1,11/29/11,4,10,0,1.00000,0.00000
YBR148W,1,11/29/11,4,11,0,1.00000,0.00000
YBR040W,1,11/29/11,4,12,0,1.00000,0.00000
YBR147W,1,11/29/11,4,13,1,0.00000,1.00000
YBR036C,1,11/29/11,4,14,0,1.00000,0.00000
YBR146W,1,11/29/11,4,15,0,1.00000,0.00000
YBR034C,1,11/29/11,4,16,0,0.99824,0.00176
YBR145W,1,11/29/11,4,17,0,1.00000,0.00000
YBR033W,1,11/29/11,4,18,0,1.00000,0.00000
YBR144C,1,11/29/11,4,19,0,1.00000,0.00000
YBR032W,1,11/29/11,4,20,0,1.00000,0.00000
YBR141C,1,11/29/11,4,21,0,1.00000,0.00000
YBR031W,1,11/29/11,4,22,0,1.00000,0.00000
YBR139W,1,11/29/11,4,23,0,1.00000,0.00000
YAL031C,1,11/29/11,5,2,0,1.00000,0.00000
YBL052C,1,11/29/11,5,3,0,1.00000,0.00000
YAL030W,1,11/29/11,5,4,0,1.00000,0.00000
YBL051C,1,11/29/11,5,5,1,0.00000,1.00000
YAL029C,1,11/29/11,5,6,0,1.00000,0.00000
YBL049W,1,11/29/11,5,7,0,1.00000,0.00000
YAL028W,1,11/29/11,5,8,0,1.00000,0.00000
YBL048W,1,11/29/11,5,9,0,1.00000,0.00000
YAL027W,1,11/29/11,5,10,0,1.00000,0.00000
YBL047C,1,11/29/11,5,11,1,0.00000,1.00000
YAL026C,1,11/29/11,5,12,0,1.00000,0.00000
YBL046W,1,11/29/11,5,13,0,1.00000,0.00000
YAL023C,1,11/29/11,5,14,0,1.00000,0.00000
YBL043W,1,11/29/11,5,15,0,1.00000,0.00000
YAL022C,1,11/29/11,5,16,0,1.00000,0.00000
YBL042C,1,11/29/11,5,17,0,1.00000,0.00000
YAL020C,1,11/29/11,5,18,0,1.00000,0.00000
